Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,01-Mar,PPA,CrsPA,Prog,Matches
1551,Adrián Marín,es ESP,DF,Alavés,es La Liga,22,1997,9.5,26.6,37.4,71.3,488.8,261.3,0.21,1.16,18.2,21.5,25.7,83.6,4.95,10.5,47,0,0.03,-0.03,0.53,2.53,0.74,0.21,7.16,Matches
1552,Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,25,1994,1,7,11,63.6,122,49,0,1,0,6,8,75,1,2,50,0,0,0,0,0,0,0,0,Matches
1553,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,48,54,88.9,1124.2,339.2,0.31,0.56,54.5,29.1,31.5,92.5,18.6,21.9,84.6,0,0.01,-0.01,0.05,3.23,0.15,0.1,3.95,Matches
1554,Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,20.2,67.9,71.7,94.7,1269.9,448.2,0.69,0.89,77.8,53.5,55.5,96.3,13.7,15.3,89.6,0,0.03,-0.03,0.4,3.96,0.2,0,3.22,Matches
1555,Omar Marmoush,eg EGY,"MF,FW",Wolfsburg,de Bundesliga,20,1999,0.9,11.1,17.8,62.5,133.3,20,0,1.11,0,11.1,15.6,71.4,0,1.11,0,0,0,0,0,0,1.11,0,1.11,Matches
1556,Gonzalo Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,2,35.5,44.5,79.8,606,214,1.5,4.5,33.3,26,29.5,88.1,8,10.5,76.2,0.5,0.3,0.2,4.5,3.5,3,1,8,Matches
1557,Marquinhos,br BRA,"MF,DF",Paris S-G,fr Ligue 1,25,1994,16.4,73.6,78.9,93.3,1474.9,416.2,1.46,2.01,72.7,54,56,96.3,18.2,20.9,87.1,0.06,0.03,0.03,0.18,6.4,0.85,0,5.12,Matches
1558,Bruno Martella,it ITA,"DF,MF",Brescia,it Serie A,26,1992,14.1,28.5,39.9,71.5,544.3,241.1,0.14,1.13,12.5,23.3,28.2,82.7,5.04,10.5,48,0,0.09,-0.09,1.06,2.2,1.56,0.85,6.17,Matches
1559,Roger Martí,es ESP,FW,Levante,es La Liga,28,1991,25.2,11.3,17.8,63.4,180.6,48.6,0.48,1.51,31.6,9.21,12.9,71.4,1.59,3.37,47.1,0.04,0.1,-0.06,0.87,0.91,0.6,0.08,1.63,Matches
1560,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,19.7,24.7,79.8,274.3,58.8,0.86,2.36,36.2,17,19.9,85.2,1.85,2.4,77.1,0.21,0.14,0.06,1.06,1.23,1.13,0.03,2.29,Matches
1561,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,22,1997,19.9,33.3,45.8,72.6,597.5,240.8,0.25,1.36,18.5,26.4,31.3,84.4,6.58,13.2,50,0,0.17,-0.17,1.56,1.96,0.9,0.6,5.98,Matches
1562,Daniel Martín,es ESP,GK,Betis,es La Liga,21,1998,5.9,24.7,32.9,75.3,722,403.6,0.17,0.51,33.3,13.7,14.2,96.4,10.8,18.1,59.8,0,0.02,-0.02,0.17,0.17,0,0,0,Matches
1563,David Martin,eng ENG,GK,West Ham,eng Premier League,33,1986,4.8,11.5,25.8,44.4,595.4,502.3,0,0,,1.46,1.46,100,10,24.4,41,0,0,0,0,0.42,0,0,0,Matches
1564,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,53.1,60.8,87.3,957.7,251.5,1.54,1.54,100,41.5,45.4,91.5,10,13.8,72.2,0,0.15,-0.15,0.77,5.38,0,0,3.85,Matches
1565,Jonas Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,63,71.1,88.5,1233,264.4,1.85,2.96,62.5,44.8,48.5,92.4,16.3,19.6,83,0,0.11,-0.11,1.11,4.44,0.74,0,6.67,Matches
1566,Josh Martin,eng ENG,FW,Norwich City,eng Premier League,17,2001,0.4,30,40,75,345,72.5,0,2.5,0,30,35,85.7,0,2.5,0,0,0,0,0,2.5,0,0,0,Matches
1567,Martinelli,br BRA,FW,Arsenal,eng Premier League,18,2001,7.4,11.6,18.6,62.3,167.8,50.4,0.27,1.76,15.4,10.1,14.7,68.8,1.22,2.16,56.3,0,0.03,-0.03,0.27,0.27,0.81,0.14,1.49,Matches
1568,Álex Martínez,es ESP,DF,Granada,es La Liga,28,1990,0.2,25,50,50,775,310,0,0,,15,20,75,10,30,33.3,0,0,0,0,0,5,0,10,Matches
1569,Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,24.7,34.1,72.4,670.3,367.7,0.47,0.58,80,14.3,14.4,99.2,9.88,19.1,51.8,0,0,0,0,0.7,0,0,0,Matches
1570,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,28,1991,33,36.1,45.5,79.3,888.4,308.5,0.12,0.79,15.4,21.4,24.1,88.9,14.5,20.6,70.6,0.03,0.03,0,0.21,3.48,0.33,0.09,3.73,Matches
1571,Javi Martínez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,40,50,80,440,110,0,0,,40,50,80,0,0,,0,0,0,0,0,0,0,0,Matches
1572,Javi Martínez,es ESP,"DF,MF",Bayern Munich,de Bundesliga,30,1988,7.5,71.1,77.3,91.9,1534.5,428.1,0.53,0.67,80,48.9,52.3,93.6,21.6,24.4,88.5,0,0,0,0.13,5.47,0.8,0,4.53,Matches
1573,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,21,1997,27.2,11.9,19.1,62.5,185.1,46.8,0.88,2.32,38.1,9.19,13.5,68.1,1.88,3.31,56.7,0.11,0.1,0.01,1.07,1.07,0.7,0.04,1.69,Matches
1574,Pablo Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26,32,39.7,80.5,756,287.5,0.19,0.46,41.7,19.5,21.3,91.2,12.3,17.9,68.8,0.04,0.02,0.02,0.15,2.77,0.08,0,3.08,Matches
1575,Pablo Martínez,es ESP,"MF,FW",Levante,es La Liga,21,1998,0.4,35,45,77.8,527.5,237.5,0,0,,32.5,32.5,100,2.5,12.5,20,0,0.25,-0.25,2.5,0,0,0,2.5,Matches
1576,Gelson Martins,pt POR,"DF,FW",Monaco,fr Ligue 1,24,1995,18.6,33.5,42.2,79.6,501.8,146,0.7,2.53,27.7,29.2,33.5,87.3,3.6,6.13,58.8,0.05,0.22,-0.17,1.51,1.51,1.08,0.43,4.09,Matches
1577,Adam Maruši?,me MNE,DF,Lazio,it Serie A,26,1992,10.5,32.2,37.9,84.9,560.1,148.8,0.67,1.9,35,25.8,29,89.1,5.71,7.05,81.1,0.1,0.05,0.05,0.76,0.48,0.76,0.48,1.9,Matches
1578,Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,26,1993,22.5,49,56.8,86.2,1127.7,233.9,0.49,1.33,36.7,30.1,33.2,90.8,18.4,22.4,82.3,0.04,0.04,0,0.36,3.33,0.31,0,3.91,Matches
1579,Andrea Masiello,it ITA,DF,Genoa,it Serie A,33,1986,14.7,47.3,55.2,85.6,969.3,398.2,0.61,1.36,45,35.2,37.1,94.7,11.5,16.7,68.7,0.07,0,0.07,0.07,3.74,0.61,0,6.46,Matches
1580,Andrea Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6,43.2,49.5,87.2,904.3,277,0.5,1.33,37.5,31.3,33.7,93.1,11.3,14.5,78.2,0,0.03,-0.03,0.5,2.67,0.17,0.17,3.17,Matches
1581,Adam Masina,it ITA,DF,Watford,eng Premier League,25,1994,20.2,28.8,46.2,62.3,592.5,298.7,0.54,2.33,23.4,20.7,26,79.7,7.52,17.9,42.1,0,0.03,-0.03,0.64,2.82,0.74,0.59,6.49,Matches
1582,Jordi Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35,15.4,30.1,51.2,616.3,453.2,0.03,0.06,50,4.97,4.97,100,10.4,25.1,41.6,0,0,0,0.03,0.4,0,0,0,Matches
1583,Arthur Masuaku,cd COD,DF,West Ham,eng Premier League,25,1993,10.4,45.4,56.5,80.3,724,287.8,1.15,3.17,36.4,38.1,43.2,88.2,6.15,10.2,60.4,0.1,0.1,0,0.58,2.6,0.48,0.29,4.9,Matches
1584,Jaime Mata,es ESP,FW,Getafe,es La Liga,30,1988,30.5,16.7,25.9,64.3,246.9,58.9,1.02,2.85,35.6,13.3,18.7,71.1,2.33,4.33,53.8,0.1,0.08,0.02,0.98,1.21,0.69,0.43,2.26,Matches
1585,Juan Mata,es ESP,"MF,FW",Manchester Utd,eng Premier League,31,1988,8.4,52.6,62.3,84.5,834,193.2,0.71,2.86,25,44.8,48.1,93.1,7.14,11.3,63.2,0.24,0.21,0.02,2.26,4.88,2.14,0.24,5.48,Matches
1586,Aleš Mat?j?,cz CZE,DF,Brescia,it Serie A,23,1996,28.3,33.4,40.8,81.8,658.1,253.4,0.35,1.1,32.3,25.3,28.7,88.2,7.7,11,70.1,0.04,0.04,0,0.35,1.7,0.35,0.21,3.71,Matches
1587,Jean-Philippe Mateta,fr FRA,FW,Mainz 05,de Bundesliga,22,1997,11.7,11.3,17.4,64.7,165.3,19.2,0.34,1.45,23.5,9.32,13.1,71.2,1.62,2.91,55.9,0.09,0.03,0.05,0.43,0.51,0.17,0,0.6,Matches
1588,Nemanja Mati?,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,17.6,62.2,70.5,88.3,1146.9,289,0.51,1.53,33.3,48.3,52.6,91.9,13.4,16.4,81.9,0.11,0.07,0.04,0.97,6.7,0.68,0.06,5.68,Matches
1589,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,27,1991,7.8,57.4,65.9,87.2,1316,402.1,0.13,0.38,33.3,36.5,39.9,91.6,20.8,25.6,81,0,0,0,0,5.64,0.26,0,5,Matches
1590,Rabbi Matondo,wal WAL,"FW,MF",Schalke 04,de Bundesliga,18,2000,12.9,12.6,18.5,68.2,183,27.9,0.93,2.09,44.4,10,13.7,72.9,1.71,2.71,62.9,0,0.05,-0.05,0.85,0.54,0.39,0,0.85,Matches
1591,Alessandro Matri,it ITA,"FW,MF",Brescia,it Serie A,34,1984,1,19,29,65.5,409,181,0,2,0,12,18,66.7,7,9,77.8,0,0.3,-0.3,4,4,2,0,9,Matches
1592,Federico Mattiello,it ITA,DF,Cagliari,it Serie A,24,1995,10.3,31.8,41.4,77,497.7,154.3,0.87,2.14,40.9,27.7,31.2,88.8,3.3,8.06,41,0.1,0.1,0,0.78,1.07,0.97,0.58,3.59,Matches
1593,Blaise Matuidi,fr FRA,MF,Juventus,it Serie A,32,1987,24.9,39.1,45,87,576.9,138.5,1.49,2.53,58.7,33.7,37,91.1,3.9,5.42,71.9,0.08,0.05,0.03,0.76,2.65,0.68,0.16,2.81,Matches
1594,Neal Maupay,fr FRA,FW,Brighton,eng Premier League,22,1996,30.7,17.6,22.4,78.5,275.6,47.5,0.91,2.05,44.4,13.9,16.8,82.7,2.8,3.58,78.2,0.1,0.08,0.02,0.85,0.91,0.88,0.1,1.92,Matches
1595,Stephy Mavididi,eng ENG,"FW,MF",Dijon,fr Ligue 1,21,1998,15.5,18.9,23.1,81.8,262.1,60,1.1,2.13,51.5,16.4,18.8,87,1.42,2.13,66.7,0.06,0.04,0.03,0.39,0.9,0.58,0.13,1.87,Matches
1596,Philipp Max,de GER,DF,Augsburg,de Bundesliga,25,1993,30.1,31.8,47.4,67.2,634.9,310.5,0.33,1.83,18.2,24.1,28.6,84.3,7.38,16.9,43.5,0.2,0.18,0.02,2.06,2.43,1.33,0.56,8.01,Matches
1597,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Paris S-G,fr Ligue 1,30,1989,5,18.4,22.4,82.1,248,33.6,0.8,1.8,44.4,16.2,18.6,87.1,1.4,2,70,0.2,0.12,0.08,0.8,0.2,1.4,0,1.8,Matches
1598,Alexandru Maxim,ro ROU,MF,Mainz 05,de Bundesliga,29,1990,1.3,46.9,60,78.2,884.6,244.6,0.77,2.31,33.3,35.4,38.5,92,10.8,19.2,56,0,0.38,-0.38,3.85,3.85,0,0,5.38,Matches
1599,Kévin Mayi,fr FRA,FW,Brest,fr Ligue 1,26,1993,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
1600,Borja Mayoral,es ESP,FW,Levante,es La Liga,22,1997,23.8,18.8,23.6,79.7,292.6,55.4,0.71,1.64,43.6,15.7,18.3,85.6,2.39,3.61,66.3,0.08,0.11,-0.02,0.97,1.51,0.59,0.08,1.93,Matches
1601,Luca Mazzitelli,it ITA,MF,Sassuolo,it Serie A,23,1995,0.1,270,290,93.1,4350,620,0,0,,250,270,92.6,20,20,100,0,0,0,0,20,0,0,20,Matches
1602,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,24,1995,18.8,34.7,49.6,70,713.8,334.1,0.48,2.98,16.1,24.9,31.3,79.8,9.26,15.3,60.4,0.05,0.12,-0.06,0.74,2.93,1.06,0.9,7.93,Matches
1603,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,20,1998,16.8,30.7,39.9,76.8,446.3,109,0.83,2.38,35,26.2,32.5,80.6,3.63,5.06,71.8,0.3,0.5,-0.2,2.26,1.37,1.55,0.42,3.99,Matches
1604,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,24,1994,16.7,42.5,49.9,85,735.3,293.5,0.3,1.44,20.8,35.5,38.6,91.9,6.65,9.88,67.3,0.18,0.03,0.15,0.42,2.87,0.24,0.12,5.09,Matches
1605,Loïc Mbe Soh,fr FRA,DF,Paris S-G,fr Ligue 1,18,2001,0.6,118.3,128.3,92.2,1981.7,401.7,0,0,,101.7,108.3,93.8,16.7,20,83.3,0,0,0,0,1.67,1.67,0,6.67,Matches
1606,Isaac Mbenza,be BEL,FW,Amiens,fr Ligue 1,23,1996,0.9,30,41.1,73,522.2,187.8,1.11,3.33,33.3,22.2,24.4,90.9,6.67,13.3,50,0,0.11,-0.11,3.33,3.33,2.22,0,6.67,Matches
1607,Nathanael Mbuku,fr FRA,"MF,FW",Reims,fr Ligue 1,17,2002,4.4,18.9,27,69.7,302.7,83.6,0.91,2.5,36.4,15.2,20.5,74.4,2.73,4.09,66.7,0,0.02,-0.02,0.45,2.27,0.45,0,2.95,Matches
1608,James McArthur,sco SCO,MF,Crystal Palace,eng Premier League,31,1987,34.3,33.6,43,78.2,593.4,186.5,0.96,2.54,37.9,26.3,30.8,85.3,6.38,9.65,66.2,0.09,0.08,0.01,0.96,3.76,0.7,0.09,4.23,Matches
1609,Oliver McBurnie,sco SCO,FW,Sheffield Utd,eng Premier League,23,1996,23.5,17.3,26.8,64.6,251.4,66.5,0.68,2.17,31.4,14.9,21.8,68.4,1.74,2.85,61.2,0,0.06,-0.06,0.51,1.15,0.55,0,2.13,Matches
1610,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28,15.8,29.1,54.1,622.5,461.5,0.04,0.07,50,5.82,6,97,9.89,23,42.9,0,0,0,0.04,0.96,0.04,0,0,Matches
1611,James McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,28,1990,18.7,33.7,43.7,77,678.9,188,1.55,2.62,59.2,23.7,27.3,87.1,8.4,13.9,60.6,0,0.05,-0.05,0.96,3.32,0.43,0,4.33,Matches
1612,John McGinn,sco SCO,MF,Aston Villa,eng Premier League,24,1994,25.7,22.7,30,75.6,530.1,151,0.51,1.48,34.2,14,16.9,82.8,8.21,11.6,70.6,0.12,0.09,0.02,1.56,2.76,1.17,0.31,4.4,Matches
1613,David McGoldrick,ie IRL,FW,Sheffield Utd,eng Premier League,31,1987,20.2,23.5,30.8,76.2,391,63.8,0.4,1.49,26.7,19.5,23.9,81.6,3.61,5.45,66.4,0.1,0.1,0,0.79,1.34,0.45,0.15,1.78,Matches
1614,Michael McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,1.8,17.2,28.3,60.8,458.9,300.6,1.11,1.11,100,8.89,8.89,100,7.22,18.3,39.4,0,0,0,0,0,0,0,0,Matches
1615,Weston McKennie,us USA,"MF,DF",Schalke 04,de Bundesliga,20,1998,23,36.9,45.9,80.3,704,174,0.83,1.91,43.2,26.9,31.9,84.3,9.13,12.1,75.5,0,0.09,-0.09,0.74,2.74,0.61,0.04,3.78,Matches
1616,Kenny McLean,sco SCO,MF,Norwich City,eng Premier League,27,1992,33,40.1,51.2,78.4,709.7,236.4,1,2.18,45.8,31.5,36.8,85.5,7.64,12.2,62.7,0.03,0.06,-0.03,0.79,3.94,0.58,0.15,4.88,Matches
1617,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,19,1999,37.1,23.6,34.4,68.4,457.4,145.1,0.43,2.35,18.4,17.5,21,83.1,5.66,11.1,51.2,0.16,0.18,-0.02,1.48,2.48,1.13,0.78,3.96,Matches
1618,Scott McTominay,sco SCO,MF,Manchester Utd,eng Premier League,22,1996,19.7,41.4,50.5,82,842.6,207,0.51,1.37,37,29.7,34.7,85.7,11.2,14.4,77.5,0.05,0.04,0.02,0.71,4.47,0.56,0.1,4.47,Matches
1619,Biagio Meccariello,it ITA,DF,Lecce,it Serie A,28,1991,8.5,40.9,48.2,84.9,842.1,312.9,0.59,1.06,55.6,29.4,32.2,91.2,10.9,14.9,73.2,0,0.01,-0.01,0.59,1.76,0.24,0.24,3.29,Matches
1620,Gary Medel,cl CHI,MF,Bologna,it Serie A,31,1987,19.8,49.8,54.9,90.7,968.8,254.9,0.76,1.26,60,36.8,39.6,92.7,12.3,14,87.8,0,0.03,-0.03,0.56,4.7,0.1,0,4.39,Matches
1621,Ben Mee,eng ENG,DF,Burnley,eng Premier League,29,1989,32,27.3,36.6,74.7,645.8,248,0.22,0.59,36.8,16.5,18.7,88.1,10.7,17.3,61.4,0.03,0.02,0.01,0.19,1.84,0.03,0,2,Matches
1622,Joshua Mees,de GER,"MF,FW",Union Berlin,de Bundesliga,23,1996,3.6,15.6,22.5,69.1,237.8,82.8,0.83,2.78,30,12.8,16.9,75.4,1.94,2.78,70,0.28,0.03,0.25,0.56,0.56,0.56,0.28,1.94,Matches
1623,Admir Mehmedi,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,28,1991,13.3,31,43.2,71.8,517.8,146.8,1.2,3.31,36.4,24.5,30.5,80.5,5.26,9.4,56,0.15,0.11,0.05,1.28,3.01,1.28,0.23,4.51,Matches
1624,Soualiho Meïté,fr FRA,MF,Torino,it Serie A,25,1994,24.5,31.4,38.2,82.2,596.5,134.3,0.65,1.31,50,23.5,27.9,84.3,7.22,9.02,80.1,0.08,0.05,0.03,0.9,3.02,0.98,0.33,3.1,Matches
1625,Farid El Melali,dz ALG,"MF,FW",Angers,fr Ligue 1,22,1997,3.4,20.6,30.3,68,334.4,78.2,1.18,4.12,28.6,16.2,21.5,75.3,3.24,4.71,68.8,0,0,0,0.29,0.29,0.59,0,2.35,Matches
1626,Óscar Melendo,es ESP,"MF,FW",Espanyol,es La Liga,21,1997,12.4,24,29.1,82.5,383.7,77.3,0.73,1.61,45,20,22.3,89.5,3.31,5.16,64.1,0,0.03,-0.03,1.05,2.26,1.13,0.16,2.82,Matches
1627,Gonzalo Melero,es ESP,MF,Levante,es La Liga,25,1994,13.7,33.4,40,83.6,538.7,155.6,0.8,1.75,45.8,28.4,32.3,88,4.23,5.99,70.7,0.07,0.06,0.01,0.66,2.85,0.66,0,4.01,Matches
1628,Arthur Melo,br BRA,MF,Barcelona,es La Liga,22,1996,13.1,73.4,80.9,90.7,1269.5,247.8,1.83,3.51,52.2,58.3,62,94.1,13.2,15.4,85.6,0.23,0.09,0.14,0.76,7.71,0.92,0,4.35,Matches
1629,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,28,1990,15.3,38.4,46.6,82.3,889.4,345.6,0.26,0.78,33.3,24.1,26.3,91.6,14,19.5,71.8,0,0.01,-0.01,0.13,3.79,0.13,0.13,5.03,Matches
1630,Thiago Mendes,br BRA,MF,Lyon,fr Ligue 1,27,1992,20.1,51.5,59.7,86.4,1005,246.1,0.95,1.94,48.7,38.3,41.9,91.4,12.3,15.8,77.7,0.3,0.08,0.22,1.09,5.77,1,0.1,5.22,Matches
1631,Brais Méndez,es ESP,"MF,FW",Celta Vigo,es La Liga,22,1997,16.4,31.6,41.8,75.7,524,163.3,1.1,2.87,38.3,25.9,30.1,85.8,4.7,8.84,53.1,0.12,0.07,0.05,0.98,3.17,1.04,0.18,4.57,Matches
1632,Édgar Méndez,es ESP,"MF,FW",Alavés,es La Liga,28,1991,9.6,14,20.5,68,217.3,49.5,0.31,1.46,21.4,11.5,15.3,74.8,2.19,3.75,58.3,0,0.06,-0.06,0.63,1.15,0.83,0.42,2.19,Matches
1633,Stiven Mendoza,co COL,"FW,MF",Amiens,fr Ligue 1,27,1992,12.2,21.6,30.7,70.4,351.4,107,0.57,2.38,24.1,17.7,22.6,78.3,3.36,5.74,58.6,0,0.03,-0.03,0.49,2.21,0.74,0.16,3.11,Matches
1634,Alexandre Mendy,fr FRA,"FW,MF",Brest,fr Ligue 1,25,1994,10,11.8,16.1,73.3,176.5,21.3,0.4,0.9,44.4,10,12.8,78.1,1.4,2.4,58.3,0.1,0.04,0.06,0.6,0.4,0.3,0.1,1,Matches
1635,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,25,1994,16.6,66.7,77.4,86.2,1195.4,349.3,0.72,2.23,32.4,55.8,61.1,91.4,10.2,14.1,72.2,0.12,0.08,0.04,1.2,3.31,2.29,1.2,9.22,Matches
1636,Edouard Mendy,sn SEN,GK,Rennes,fr Ligue 1,27,1992,24,24.4,33,73.9,842.8,542.3,0,0.08,0,10,10,100,14.4,22.9,62.7,0,0,0,0,0.42,0,0,0,Matches
1637,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,24,1995,20.1,53.5,62.8,85.2,892,251.8,0.55,2.09,26.2,45.2,49.7,91,7.71,11,70.1,0.15,0.1,0.04,1,1.94,1.19,0.4,4.88,Matches
1638,Nampalys Mendy,fr FRA,MF,Leicester City,eng Premier League,27,1992,3.2,60.6,66.3,91.5,1069.7,240.6,1.25,1.88,66.7,48.1,51.3,93.9,11.3,13.1,85.7,0,0.03,-0.03,0.94,6.88,0.31,0,3.44,Matches
1639,Hamza Mendyl,ma MAR,DF,Dijon,fr Ligue 1,21,1997,16,41.4,53,78.1,697.3,288.4,0.88,2,43.8,33.9,38.6,87.8,6.63,12.4,53.3,0,0.07,-0.07,0.56,2,0.63,0.25,4.75,Matches
1640,Chris Mepham,wal WAL,DF,Bournemouth,eng Premier League,21,1997,10.1,41,47.8,85.7,870,277.9,0.3,0.79,37.5,29,31.9,91,11.7,15.1,77.1,0,0.01,-0.01,0.1,1.58,0,0,2.38,Matches
1641,Levent Mercan,de GER,MF,Schalke 04,de Bundesliga,18,2000,0.8,27.5,37.5,73.3,538.8,120,0,2.5,0,20,25,80,7.5,10,75,0,0,0,0,1.25,0,0,0,Matches
1642,Jorge Meré,es ESP,DF,Köln,de Bundesliga,22,1997,6.9,48.8,55.2,88.5,1192.8,356.2,0.14,0.14,100,28,30,93.2,20.7,25.1,82.7,0,0.01,-0.01,0.29,3.62,0,0,4.2,Matches
1643,Alex Meret,it ITA,GK,Napoli,it Serie A,22,1997,21.7,23.4,27.7,84.5,520.6,262.4,0.05,0.05,100,16.1,16.1,99.7,7.28,11.5,63.2,0,0,0,0,0.05,0,0,0,Matches
1644,Fran Mérida,es ESP,MF,Osasuna,es La Liga,29,1990,12.9,45,59.7,75.5,1048.6,317.1,0.62,1.63,38.1,28.8,35.1,81.9,15.7,22.9,68.2,0.08,0.02,0.05,0.62,6.43,0.78,0.16,6.98,Matches
1645,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,23,1996,34.9,43.5,56.5,76.9,789.2,257.4,1.06,2.21,48.1,34.3,41.6,82.4,8.17,12.8,64,0.03,0.06,-0.03,0.95,5.85,1,0.2,6.82,Matches
1646,Sabin Merino,es ESP,FW,Leganés,es La Liga,27,1992,0.9,18.9,23.3,81,246.7,11.1,0,0,,17.8,21.1,84.2,1.11,2.22,50,0,0,0,1.11,0,0,0,0,Matches
1647,Y?ld?r?m Mert Çetin,tr TUR,DF,Roma,it Serie A,22,1997,2.9,43.4,46.6,93.3,922.8,240.3,0,0.34,0,31.4,33.1,94.8,12.1,13.1,92.1,0,0,0,0,1.38,0,0,0.69,Matches
1648,Dries Mertens,be BEL,FW,Napoli,it Serie A,32,1987,18.8,28.5,37.9,75.2,484.7,118,0.74,1.97,37.8,23,27.3,84.4,4.73,8.67,54.6,0.37,0.34,0.03,2.93,2.07,1.76,0.27,4.2,Matches
1649,Roque Mesa,es ESP,MF,Leganés,es La Liga,30,1989,22.4,32.3,40.4,80,562,160.7,1.07,1.83,58.5,25.4,28.3,89.6,5.89,10.3,57.4,0.13,0.11,0.03,1.25,4.24,1.07,0.31,4.78,Matches
1650,Lionel Messi,ar ARG,"FW,MF",Barcelona,es La Liga,32,1987,32,53.1,66.9,79.4,876.2,298.3,1.19,3.09,38.4,43.6,50.3,86.7,8.34,13.6,61.5,0.63,0.48,0.14,2.69,6.5,3.94,0.19,11.3,Matches
1651,Thomas Meunier,be BEL,DF,Paris S-G,fr Ligue 1,27,1991,13.8,55.9,67,83.5,1037,252.4,0.8,2.54,31.4,43.5,49.4,88,11.7,15.1,77.4,0.07,0.15,-0.08,1.3,3.04,1.3,0.65,5.36,Matches
1652,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,30,1988,16.5,54.1,66.1,81.9,1143.8,383.5,0.18,1.15,15.8,39.5,44.2,89.4,14.4,20.8,69.4,0.12,0.02,0.1,0.3,2.18,0.12,0.06,3.09,Matches
1653,Max Meyer,de GER,"MF,FW",Crystal Palace,eng Premier League,23,1995,7.3,21.9,29.2,75.1,301.2,83.2,1.37,3.56,38.5,18.8,22.1,85.1,1.78,3.56,50,0,0.1,-0.1,0.68,1.64,1.1,0.27,2.47,Matches
1654,Kingsley Michael,ng NGA,MF,Bologna,it Serie A,19,1999,0.8,63.8,72.5,87.9,1095,220,0,1.25,0,52.5,57.5,91.3,11.3,13.8,81.8,0,0.13,-0.13,1.25,7.5,0,0,5,Matches
1655,Míchel,es ESP,MF,Valladolid,es La Liga,31,1988,24.2,45.3,58,78.1,963.6,252.1,1.07,2.07,52,30.3,34.3,88.5,13.9,21.7,64,0.08,0.09,-0.01,1.28,3.88,0.79,0.29,5.5,Matches
1656,Sven Michel,de GER,FW,Paderborn 07,de Bundesliga,29,1990,15.3,15.4,24.2,63.3,238.6,52,0.39,2.42,16.2,13.3,18.4,72.2,1.7,3.46,49.1,0.07,0.09,-0.03,1.37,0.98,0.46,0.07,1.83,Matches
1657,Miguel,es ESP,FW,Valladolid,es La Liga,19,1999,2.6,8.46,16.5,51.2,100,17.7,0.38,2.31,16.7,7.31,12.7,57.6,0.77,1.54,50,0,0.23,-0.23,0.77,0,0,0,0.38,Matches
1658,Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,22,1996,22.8,31.1,41.8,74.5,567.2,268.4,0.48,1.93,25,24.5,28.3,86.5,6.1,11.5,53.1,0,0.04,-0.04,0.57,2.5,0.79,0.48,6.05,Matches
1659,Georges Mikautadze,fr FRA,FW,Metz,fr Ligue 1,18,2000,0.1,20,30,66.7,190,30,0,10,0,20,20,100,0,0,,0,0,0,0,0,0,0,0,Matches
1660,Nikola Milenkovi?,rs SRB,DF,Fiorentina,it Serie A,21,1997,36.2,42.7,48.1,88.6,910.2,296.9,0.22,0.58,38.1,29.3,31.7,92.7,13.1,15.9,82.4,0,0.01,-0.01,0.17,2.43,0.17,0.03,2.9,Matches
