Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
1354,Adam Lallana,eng ENG,"MF,FW",Liverpool,eng Premier League,31,1988,4.2,2.14,2.12,1.67,0,0.24,0,0.24,0.24,0.24,0.24,0,0,0,0,0,Matches
1355,Érik Lamela,ar ARG,"MF,FW",Tottenham,eng Premier League,27,1992,13.5,3.48,3.48,2,0.37,0.22,0.3,0.52,0.67,0.67,0.22,0.07,0,0.22,0.07,0.07,Matches
1356,Tariq Lamptey,eng ENG,DF,Chelsea,eng Premier League,18,2000,0.4,2.5,2.81,2.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1357,Tariq Lamptey,eng ENG,DF,Brighton,eng Premier League,18,2000,6.5,1.54,1.53,0.92,0.15,0.15,0.15,0.15,0.31,0.31,0.15,0.15,0,0,0,0,Matches
1358,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,10.3,0.39,0.39,0.29,0,0,0.1,0,0.1,0.1,0.1,0,0,0,0,0,Matches
1359,Michael Lang,ch SUI,DF,Werder Bremen,de Bundesliga,28,1991,6,1,0.99,0.67,0,0.17,0,0.17,0,0,0,0,0,0,0,0,Matches
1360,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,1988,3.5,0.29,0.29,0.29,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1361,Henri Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28,1990,2.2,0.91,0.92,0.91,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1362,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,26,1993,15.3,3.73,3.72,2.55,0.72,0.07,0.07,0.33,0.33,0.33,0.13,0,0,0,0.2,0,Matches
1363,Gianluca Lapadula,it ITA,FW,Lecce,it Serie A,29,1990,19.8,2.58,2.57,1.77,0,0.3,0.05,0.45,0.35,0.35,0.2,0,0.05,0,0.1,0,Matches
1364,Aymeric Laporte,fr FRA,DF,Manchester City,eng Premier League,25,1994,12.2,0.66,0.66,0.57,0,0,0.08,0,0,0,0,0,0,0,0,0,Matches
1365,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,35,1984,29.3,0.58,0.58,0.58,0,0,0,0,0.03,0.03,0.03,0,0,0,0,0,Matches
1366,Larra,es ESP,"FW,MF",Athletic Club,es La Liga,21,1997,2.8,1.43,1.44,0,0.36,0,0.36,0.71,0.36,0.36,0,0,0,0,0.36,0,Matches
1367,Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,1997,26.6,0.08,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1368,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,26,1992,28.5,1.79,1.79,1.44,0,0.11,0.07,0.18,0.14,0.14,0.07,0,0.07,0,0,0,Matches
1369,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25,1993,23.1,0.3,0.3,0.22,0,0,0.04,0.04,0,0,0,0,0,0,0,0,Matches
1370,Paul Lasne,fr FRA,"MF,FW",Brest,fr Ligue 1,30,1989,13.6,2.28,2.28,1.91,0,0.07,0.07,0.22,0.15,0.15,0.15,0,0,0,0,0,Matches
1371,Toni Lato,es ESP,"DF,MF",Osasuna,es La Liga,21,1997,5.2,1.35,1.34,1.35,0,0,0,0,0.19,0.19,0.19,0,0,0,0,0,Matches
1372,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,29,1989,15.3,2.09,2.1,1.76,0,0.07,0.07,0.2,0.26,0.26,0.13,0,0.07,0,0.07,0,Matches
1373,Vincent Laurini,fr FRA,DF,Parma,it Serie A,30,1989,9.8,1.33,1.32,1.22,0,0,0,0.1,0.2,0.2,0.2,0,0,0,0,0,Matches
1374,Wesley Lautoa,nc NCL,"MF,DF",Dijon,fr Ligue 1,31,1987,20.8,0.77,0.77,0.72,0,0.05,0,0,0.1,0.1,0.1,0,0,0,0,0,Matches
1375,Diego Laxalt,uy URU,"DF,MF",Torino,it Serie A,26,1993,6.6,1.21,1.21,1.06,0.15,0,0,0,0.15,0.15,0.15,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
1376,Diego Laxalt,uy URU,DF,Milan,it Serie A,26,1993,1.9,3.16,3.14,2.63,0.53,0,0,0,0.53,0.52,0.53,0,0,0,0,0,Matches
1377,Valentino Lazaro,at AUT,"DF,MF",Newcastle Utd,eng Premier League,23,1996,5.3,1.51,1.5,0.75,0.38,0.19,0.19,0,0,0,0,0,0,0,0,0,Matches
1378,Valentino Lazaro,at AUT,"DF,MF",Inter,it Serie A,23,1996,3.6,3.89,3.9,2.5,0.83,0,0.28,0.28,0.28,0.28,0.28,0,0,0,0,0,Matches
1379,Darko Lazovi?,rs SRB,DF,Hellas Verona,it Serie A,28,1990,36,2.94,2.95,2.31,0.14,0.33,0.14,0.03,0.5,0.5,0.42,0,0.06,0.03,0,0,Matches
1380,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,25,1993,28.3,2.12,2.12,1.87,0.04,0.04,0.07,0.11,0.21,0.21,0.14,0,0,0.07,0,0,Matches
1381,Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,29,1990,1.1,1.82,1.8,0.91,0,0,0.91,0,0.91,0.9,0,0,0,0.91,0,0,Matches
1382,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,22,1996,26.6,0.38,0.38,0.38,0,0,0,0,0.04,0.04,0.04,0,0,0,0,0,Matches
1383,Damien Le Tallec,fr FRA,"MF,DF",Montpellier,fr Ligue 1,29,1990,27.3,0.95,0.95,0.81,0.04,0,0,0.07,0.11,0.11,0.07,0,0,0,0,0.04,Matches
1384,James Lea Siliki,fr FRA,MF,Rennes,fr Ligue 1,23,1996,12,1.92,1.92,1.42,0,0.08,0,0.42,0.17,0.17,0.17,0,0,0,0,0,Matches
1385,Rafael Leão,pt POR,FW,Milan,it Serie A,20,1999,15.6,3.78,3.78,2.69,0,0.83,0.13,0.13,0.45,0.45,0.19,0,0.13,0.06,0.06,0,Matches
1386,Adrien Lebeau,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1387,Mathew Leckie,au AUS,"DF,FW",Hertha BSC,de Bundesliga,28,1991,2.2,0.91,0.92,0.45,0,0,0,0.45,0,0,0,0,0,0,0,0,Matches
1388,Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28,1991,28,0.07,0.07,0.04,0.04,0,0,0,0.04,0.04,0.04,0,0,0,0,0,Matches
1389,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,26,1993,25,2.44,2.44,1.88,0.04,0.24,0.2,0.08,0.32,0.32,0.28,0,0,0.04,0,0,Matches
1390,Jordan Lefort,fr FRA,DF,Amiens,fr Ligue 1,25,1993,9.4,0.74,0.75,0.43,0,0.32,0,0,0.21,0.21,0.11,0,0.11,0,0,0,Matches
1391,Wu Lei,cn CHN,"FW,MF",Espanyol,es La Liga,27,1991,19.1,1.31,1.31,0.89,0,0.21,0.16,0.05,0.1,0.1,0.05,0,0,0.05,0,0,Matches
1392,Toni Leistner,de GER,DF,Köln,de Bundesliga,28,1990,11.2,0.45,0.44,0.45,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1393,Moritz Leitner,de GER,MF,Norwich City,eng Premier League,26,1992,7.6,2.11,2.1,1.84,0.13,0,0,0.13,0,0,0,0,0,0,0,0,Matches
1394,Lucas Leiva,br BRA,MF,Lazio,it Serie A,32,1987,20.1,1.79,1.79,1.64,0.05,0,0.1,0,0.1,0.1,0.1,0,0,0,0,0,Matches
1395,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,28,1991,4.9,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1396,Iñigo Lekue,es ESP,"FW,DF",Athletic Club,es La Liga,26,1993,6.9,2.03,2.02,1.16,0.14,0.58,0.14,0,0.29,0.29,0.14,0,0.14,0,0,0,Matches
1397,Nicolas Lemaître,fr FRA,GK,Reims,fr Ligue 1,22,1997,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1398,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,23,1995,10.3,1.84,1.85,0.97,0.39,0.19,0.29,0,0.1,0.1,0.1,0,0,0,0,0,Matches
1399,Tim Lemperle,de GER,"FW,MF",Köln,de Bundesliga,17,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1400,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,24,1995,26.9,0.52,0.52,0.52,0,0,0,0,0.11,0.11,0.11,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
1401,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,32,1987,5.5,1.27,1.27,1.09,0,0,0,0.18,0.18,0.18,0.18,0,0,0,0,0,Matches
1402,Bernd Leno,de GER,GK,Arsenal,eng Premier League,27,1992,29.4,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1403,Christopher Lenz,de GER,DF,Union Berlin,de Bundesliga,24,1994,25.2,1.67,1.67,1.27,0.2,0.12,0.08,0,0.16,0.16,0.16,0,0,0,0,0,Matches
1404,Donovan Léon,gf GUF,GK,Brest,fr Ligue 1,26,1992,1.4,0.71,0.73,0,0.71,0,0,0,0,0,0,0,0,0,0,0,Matches
1405,Pedro León,es ESP,"MF,FW",Eibar,es La Liga,32,1986,21.1,3.08,3.09,1.47,1.23,0.19,0.14,0.05,0.24,0.24,0.14,0.09,0,0,0,0,Matches
1406,Sergio León,es ESP,FW,Levante,es La Liga,30,1989,7.5,0.93,0.94,0.4,0,0,0.4,0.13,0.13,0.13,0,0,0,0.13,0,0,Matches
1407,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,26,1993,15.4,1.82,1.82,1.62,0,0,0.13,0.06,0.26,0.26,0.26,0,0,0,0,0,Matches
1408,Mehdi Léris,fr FRA,"MF,FW",Sampdoria,it Serie A,21,1998,5.7,3.16,3.18,2.28,0.18,0.35,0.18,0.18,0.18,0.18,0.18,0,0,0,0,0,Matches
1409,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,24,1994,30,1.13,1.13,0.93,0,0.07,0,0.13,0.07,0.07,0.07,0,0,0,0,0,Matches
1410,Karlo Letica,hr CRO,GK,SPAL,it Serie A,22,1997,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1411,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,30,1988,30.7,3.26,3.26,2.21,0,0.39,0.33,0.33,0.49,0.49,0.29,0,0.13,0,0.07,0,Matches
1412,Jamal Lewis,nir NIR,DF,Norwich City,eng Premier League,21,1998,25.6,1.25,1.25,1.02,0.08,0.12,0,0.04,0.04,0.04,0.04,0,0,0,0,0,Matches
1413,Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,21,1997,8.6,2.21,2.2,1.51,0,0.12,0.12,0.47,0.12,0.12,0,0,0,0,0.12,0,Matches
1414,Stephan Lichtsteiner,ch SUI,DF,Augsburg,de Bundesliga,35,1984,14.9,1.21,1.21,0.81,0.34,0,0,0.07,0.13,0.13,0.13,0,0,0,0,0,Matches
1415,Dimitri Liénard,fr FRA,MF,Strasbourg,fr Ligue 1,31,1988,16.5,3.88,3.87,2.3,1.21,0.18,0.12,0.06,0.61,0.6,0.36,0.18,0.06,0,0,0,Matches
1416,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,23,1996,20.2,0.4,0.4,0.3,0,0,0.05,0.05,0.1,0.1,0.1,0,0,0,0,0,Matches
1417,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,19,1999,27.2,0.33,0.33,0.29,0,0,0,0.04,0.07,0.07,0.04,0,0,0,0.04,0,Matches
1418,Isaac Lihadji,fr FRA,"DF,MF",Marseille,fr Ligue 1,17,2002,0.3,3.33,3.6,3.33,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1419,Lillo,es ESP,DF,Osasuna,es La Liga,30,1989,2.2,1.36,1.38,1.36,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1420,Anderson Lima,br BRA,MF,Lazio,it Serie A,19,1999,0.7,8.57,8.71,2.86,1.43,2.86,1.43,0,1.43,1.45,1.43,0,0,0,0,0,Matches
1421,Lucas Lima,br BRA,"FW,DF",Nantes,fr Ligue 1,27,1991,3,3,3,1.67,1.33,0,0,0,0,0,0,0,0,0,0,0,Matches
1422,Anthony Limbombe,be BEL,"FW,MF",Nantes,fr Ligue 1,25,1994,1.7,1.76,1.79,0,1.18,0,0.59,0,0,0,0,0,0,0,0,0,Matches
1423,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,25,1994,34.4,0.49,0.49,0.44,0.03,0,0.03,0,0.06,0.06,0.06,0,0,0,0,0,Matches
1424,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,24,1995,22.4,2.77,2.76,2.41,0.13,0.04,0.09,0.09,0.4,0.4,0.36,0,0,0.04,0,0,Matches
1425,Jesse Lingard,eng ENG,"MF,FW",Manchester Utd,eng Premier League,26,1992,10.4,3.65,3.66,3.17,0,0.19,0.1,0.19,0.29,0.29,0.29,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
1426,Pol Lirola,es ESP,DF,Fiorentina,it Serie A,21,1997,29.4,2.31,2.31,1.94,0.07,0.2,0.1,0,0.17,0.17,0.14,0,0.03,0,0,0,Matches
1427,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,25,1993,25.9,0.54,0.54,0.5,0,0,0,0.04,0.08,0.08,0.04,0,0,0,0.04,0,Matches
1428,Fernando Llorente,es ESP,FW,Napoli,it Serie A,34,1985,5.6,3.39,3.41,2.5,0,0,0.71,0.18,0.36,0.36,0.18,0,0,0.18,0,0,Matches
1429,Marcos Llorente,es ESP,"MF,FW",Atlético Madrid,es La Liga,24,1995,15.2,1.78,1.78,1.38,0,0.26,0,0.13,0.46,0.46,0.2,0,0.13,0,0.13,0,Matches
1430,Gautier Lloris,fr FRA,DF,Nice,fr Ligue 1,24,1995,3,0.67,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1431,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,32,1986,20.1,0.05,0.05,0,0.05,0,0,0,0,0,0,0,0,0,0,0,Matches
1432,Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,eng Premier League,23,1996,16.6,3.55,3.56,2.65,0.54,0.12,0.06,0.18,0.36,0.36,0.3,0,0,0.06,0,0,Matches
1433,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,24,1994,8.4,1.9,1.91,1.67,0,0.12,0,0.12,0.12,0.12,0.12,0,0,0,0,0,Matches
1434,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,24,1994,15.4,1.62,1.63,1.43,0,0,0.06,0.13,0.13,0.13,0.13,0,0,0,0,0,Matches
1435,Jürgen Locadia,nl NED,FW,Hoffenheim,de Bundesliga,25,1993,5.9,1.69,1.7,0.68,0,0.34,0.51,0.17,0.34,0.34,0,0,0.17,0.17,0,0,Matches
1436,Jürgen Locadia,nl NED,"MF,FW",Brighton,eng Premier League,25,1993,1,1,1.05,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1437,Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,21,1998,28.7,3.17,3.17,2.65,0.24,0.1,0.07,0.1,0.28,0.28,0.28,0,0,0,0,0,Matches
1438,Renan Lodi,br BRA,DF,Atlético Madrid,es La Liga,21,1998,26.6,1.17,1.16,1.05,0,0,0.04,0.08,0.08,0.08,0.08,0,0,0,0,0,Matches
1439,Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,eng Premier League,23,1996,2.3,0.87,0.87,0.87,0,0,0,0,0.43,0.43,0.43,0,0,0,0,0,Matches
1440,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,18,2000,2.1,0.48,0.47,0.48,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1441,Kevin Long,ie IRL,DF,Burnley,eng Premier League,28,1990,6.3,0.48,0.48,0.16,0.16,0,0.16,0,0.16,0.16,0,0.16,0,0,0,0,Matches
1442,Shane Long,ie IRL,FW,Southampton,eng Premier League,32,1987,15.5,2,2,1.61,0,0.06,0.26,0.06,0.19,0.19,0.06,0,0,0.13,0,0,Matches
1443,Matthew Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,19,2000,6.4,0.94,0.94,0.94,0,0,0,0,0.16,0.16,0.16,0,0,0,0,0,Matches
1444,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,21,1997,15.3,2.03,2.02,1.24,0.46,0.07,0.13,0.13,0.13,0.13,0.07,0,0,0.07,0,0,Matches
1445,Ademola Lookman,eng ENG,"MF,FW",RB Leipzig,de Bundesliga,21,1997,3.4,3.82,3.79,2.94,0,0.29,0.59,0,0,0,0,0,0,0,0,0,Matches
1446,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,28,1990,26,0.08,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1447,Rony Lopes,pt POR,FW,Sevilla,es La Liga,23,1995,1.5,0.67,0.67,0.67,0,0,0,0,0.67,0.67,0.67,0,0,0,0,0,Matches
1448,Rony Lopes,pt POR,FW,Monaco,fr Ligue 1,23,1995,0.9,2.22,2.25,2.22,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1449,Adrián López,es ESP,"FW,MF",Osasuna,es La Liga,31,1988,16,2.63,2.62,2.38,0,0.13,0.06,0.06,0.19,0.19,0.13,0,0,0.06,0,0,Matches
1450,David López,es ESP,"DF,MF",Espanyol,es La Liga,29,1989,27.3,1.06,1.06,0.95,0.04,0,0,0.07,0.15,0.15,0.11,0,0,0,0.04,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
1451,Diego López,es ESP,GK,Espanyol,es La Liga,37,1981,35.9,0.14,0.14,0.03,0.11,0,0,0,0.03,0.03,0,0.03,0,0,0,0,Matches
1452,Javi López,es ESP,DF,Alavés,es La Liga,17,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1453,Javi López,es ESP,DF,Espanyol,es La Liga,33,1986,15.4,1.3,1.3,1.1,0.13,0,0,0.06,0,0,0,0,0,0,0,0,Matches
1454,Lluis López,es ESP,DF,Espanyol,es La Liga,22,1997,3.3,1.21,1.2,1.21,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1455,Maxime Lopez,fr FRA,"MF,FW",Marseille,fr Ligue 1,21,1997,12.3,2.85,2.84,2.28,0.33,0.16,0,0.08,0.41,0.41,0.33,0.08,0,0,0,0,Matches
1456,Pau López,es ESP,GK,Roma,it Serie A,24,1994,32,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1457,Roberto López,es ESP,MF,Real Sociedad,es La Liga,19,2000,0.3,10,11.25,10,0,0,0,0,6.67,7.5,6.67,0,0,0,0,0,Matches
1458,Unai López,es ESP,MF,Athletic Club,es La Liga,23,1995,19.9,2.36,2.37,1.26,1.06,0,0,0.05,0.25,0.25,0.2,0.05,0,0,0,0,Matches
1459,Iker Losada,es ESP,"MF,FW",Celta Vigo,es La Liga,17,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1460,Albert Lottin,fr FRA,MF,Bordeaux,fr Ligue 1,17,2001,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1461,Imran Louza,fr FRA,"MF,FW",Nantes,fr Ligue 1,20,1999,22.3,2.65,2.64,1.7,0.67,0.18,0.04,0.04,0.18,0.18,0.18,0,0,0,0,0,Matches
1462,Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1463,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,30,1989,8.6,0.58,0.58,0.58,0,0,0,0,0.23,0.23,0.23,0,0,0,0,0,Matches
1464,Eduard Löwen,de GER,"MF,FW",Augsburg,de Bundesliga,22,1997,7.5,2.13,2.15,0.8,1.07,0,0,0.27,0.27,0.27,0.13,0.13,0,0,0,0,Matches
1465,Eduard Löwen,de GER,MF,Hertha BSC,de Bundesliga,22,1997,3.5,0.29,0.29,0.29,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1466,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,30,1989,17,1,1,0.94,0,0,0,0.06,0.06,0.06,0.06,0,0,0,0,0,Matches
1467,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,24,1995,11.4,4.04,4.04,2.89,0.09,0.61,0.09,0.35,0.26,0.26,0.18,0,0,0,0.09,0,Matches
1468,Pol Lozano,es ESP,"MF,FW",Espanyol,es La Liga,19,1999,1.9,0.53,0.52,0.53,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1469,Jan Luca Rumpf,de GER,DF,Paderborn 07,de Bundesliga,20,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1470,Lucas,br BRA,MF,Hoffenheim,de Bundesliga,20,1999,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1471,Jean Lucas,br BRA,MF,Lyon,fr Ligue 1,21,1998,2.2,2.73,2.7,2.27,0,0.45,0,0,0,0,0,0,0,0,0,0,Matches
1472,Fabio Lucioni,it ITA,DF,Lecce,it Serie A,31,1987,34.8,0.29,0.29,0.23,0.03,0,0.03,0,0.03,0.03,0,0,0,0.03,0,0,Matches
1473,José Luis Gayà,es ESP,DF,Valencia,es La Liga,24,1995,22.1,0.95,0.95,0.86,0,0.05,0,0.05,0.14,0.14,0.14,0,0,0,0,0,Matches
1474,José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,32,1987,28,2.36,2.36,1.82,0.07,0.25,0.14,0.07,0.21,0.21,0.14,0,0.04,0.04,0,0,Matches
1475,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,29,1990,27.6,0.58,0.58,0.54,0,0,0.04,0,0.07,0.07,0.07,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
1476,José Luis Rodríguez,pa PAN,FW,Alavés,es La Liga,21,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1477,David Luiz,br BRA,DF,Arsenal,eng Premier League,32,1987,31.2,0.29,0.29,0.26,0,0,0.03,0,0.13,0.13,0.13,0,0,0,0,0,Matches
1478,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,21,1998,29,1.41,1.41,1.17,0.03,0.1,0,0.1,0.07,0.07,0.07,0,0,0,0,0,Matches
1479,Jordan Lukaku,be BEL,DF,Lazio,it Serie A,25,1994,4.4,3.18,3.18,2.73,0.23,0.23,0,0,0.45,0.45,0.45,0,0,0,0,0,Matches
1480,Romelu Lukaku,be BEL,FW,Inter,it Serie A,26,1993,33.1,3.05,3.05,2.51,0,0.3,0.21,0.03,0.36,0.36,0.27,0,0.03,0.06,0,0,Matches
1481,Dodi Lukebakio,cd COD,"FW,MF",Hertha BSC,de Bundesliga,21,1997,22.6,2.92,2.92,1.95,0.22,0.49,0.13,0.13,0.49,0.49,0.13,0.09,0.18,0.09,0,0,Matches
1482,Saša Luki?,rs SRB,MF,Torino,it Serie A,22,1996,20.7,1.74,1.74,1.35,0.05,0.19,0,0.14,0.05,0.05,0.05,0,0,0,0,0,Matches
1483,Senad Luli?,ba BIH,DF,Lazio,it Serie A,33,1986,17.5,2.4,2.4,1.89,0.11,0.17,0.23,0,0.23,0.23,0.23,0,0,0,0,0,Matches
1484,John Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,25,1994,27.3,1.61,1.61,1.32,0.04,0,0.18,0.07,0.22,0.22,0.18,0,0,0.04,0,0,Matches
1485,Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,22,1996,5.9,0.85,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1486,Arnaud Lusamba,fr FRA,"MF,FW",Nice,fr Ligue 1,22,1997,10.9,2.57,2.57,1.83,0.46,0,0,0.28,0.46,0.46,0.46,0,0,0,0,0,Matches
1487,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1488,Lyanco,br BRA,DF,Torino,it Serie A,22,1997,13.1,0.53,0.54,0.46,0,0.08,0,0,0,0,0,0,0,0,0,0,Matches
1489,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,25,1993,14.9,0.87,0.87,0.54,0.34,0,0,0,0.13,0.13,0.07,0.07,0,0,0,0,Matches
1490,Yann M'Vila,fr FRA,"MF,DF",Saint-Étienne,fr Ligue 1,29,1990,21.6,0.83,0.83,0.83,0,0,0,0,0.09,0.09,0.09,0,0,0,0,0,Matches
1491,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,eng Premier League,20,1998,3.9,2.82,2.81,1.03,0.77,0.51,0.51,0,0,0,0,0,0,0,0,0,Matches
1492,Darwin Machís,ve VEN,"FW,MF",Granada,es La Liga,26,1993,23.7,3.46,3.47,1.98,0.76,0.3,0.21,0.21,0.38,0.38,0.25,0,0,0.13,0,0,Matches
1493,Yvann Macon,GPE,DF,Saint-Étienne,fr Ligue 1,20,1998,1.1,0.91,0.95,0.91,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1494,James Maddison,eng ENG,MF,Leicester City,eng Premier League,22,1996,29.2,5.75,5.76,2.6,1.82,0.55,0.24,0.55,0.41,0.41,0.24,0.14,0.03,0,0,0,Matches
1495,Lisandro Magallán,ar ARG,DF,Alavés,es La Liga,25,1993,13.3,0.38,0.38,0.3,0.08,0,0,0,0.15,0.15,0.15,0,0,0,0,0,Matches
1496,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,34,1984,15.5,1.35,1.35,1.35,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1497,Giangiacomo Magnani,it ITA,"DF,MF",Brescia,it Serie A,23,1995,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1498,Giangiacomo Magnani,it ITA,DF,Sassuolo,it Serie A,23,1995,1.6,0.63,0.62,0.63,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1499,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,21,1998,2.6,4.62,4.58,3.46,0,0.38,0.38,0.38,0,0,0,0,0,0,0,0,Matches
1500,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,26,1993,38,0.79,0.79,0.74,0.03,0,0.03,0,0,0,0,0,0,0,0,0,Matches
