Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
1722,Samuel Moutoussamy,cd COD,"DF,FW",Nantes,fr Ligue 1,22,1996,5.8,0,0.69,0.17,25,0.69,0.17,0,0,0,0,0,0.07,0.07,0.11,-0.07,-0.07,0.1,0.17,0.17
1723,Toni Moya,es ESP,MF,Atlético Madrid,es La Liga,21,1998,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1724,Javi Moyano,es ESP,DF,Valladolid,es La Liga,33,1986,24.7,0,0.24,0,0,0.24,0,0,,0,0,0,0.02,0.02,0.06,-0.02,-0.02,0.03,0.05,0.05
1725,Nordi Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,21,1997,19.8,0.15,1.06,0.3,28.6,1.06,0.3,0.14,0.5,0,0,0,0.13,0.13,0.12,0.03,0.03,0.06,0.19,0.19
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
1726,Benoît Mukinayi,fr FRA,DF,Monaco,fr Ligue 1,18,2001,15.7,0,0.64,0.19,30,0.64,0.19,0,0,0,0,0,0.04,0.04,0.06,-0.04,-0.04,0.01,0.05,0.05
1727,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,20,1999,14.1,0.14,0.92,0.5,53.8,0.92,0.49,0.15,0.29,0,0,0,0.06,0.06,0.07,0.08,0.08,0.08,0.14,0.14
1728,Florian Müller,de GER,GK,Mainz 05,de Bundesliga,21,1997,12.5,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1729,Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,29,1989,25.1,0.32,2.11,0.8,37.7,2.12,0.8,0.15,0.4,0,0,0,0.33,0.33,0.16,-0.01,-0.01,0.51,0.84,0.84
1730,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,23,1996,9.3,0,0.43,0,0,0.43,0,0,,0,0,0,0.02,0.02,0.04,-0.02,-0.02,0.05,0.07,0.07
1731,Iker Muniain,es ESP,"FW,MF",Athletic Club,es La Liga,26,1992,26.5,0.19,1.06,0.49,46.4,1.06,0.49,0.18,0.38,0.04,0,0,0.15,0.15,0.14,0.04,0.04,0.08,0.23,0.23
1732,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,21,1997,10.9,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1733,Javier Muñoz,es ESP,MF,Alavés,es La Liga,24,1995,0.6,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1734,Simone Muratore,it ITA,MF,Juventus,it Serie A,21,1998,1.8,0,2.22,1.11,50,2.18,1.09,0,0,0,0,0,0.06,0.06,0.02,-0.06,-0.06,0.09,0.13,0.13
1735,Alessandro Murgia,it ITA,MF,SPAL,it Serie A,22,1996,19.4,0,1.29,0.36,28,1.29,0.36,0,0,0.36,0,0,0.11,0.11,0.09,-0.11,-0.11,0.11,0.22,0.22
1736,Luis Muriel,co COL,FW,Atalanta,it Serie A,28,1991,14,1.29,5.14,2.43,47.2,5.14,2.43,0.17,0.35,0.64,0.43,0.5,1,0.61,0.12,0.29,0.24,0.28,1.28,0.9
1737,Jeison Murillo,co COL,DF,Sampdoria,it Serie A,27,1992,7.4,0,0.27,0,0,0.27,0,0,,0,0,0,0,0,0.02,0,0,0,0.02,0.02
1738,Jeison Murillo,co COL,DF,Celta Vigo,es La Liga,27,1992,17,0.06,0.53,0.35,66.7,0.53,0.35,0.11,0.17,0,0,0,0.02,0.02,0.04,0.04,0.04,0.02,0.02,0.02
1739,Glenn Murray,eng ENG,FW,Brighton,eng Premier League,35,1983,8.9,0.11,1.91,0.45,23.5,1.92,0.45,0.06,0.25,0,0,0,0.24,0.24,0.13,-0.12,-0.12,0.06,0.3,0.3
1740,Nicola Murru,it ITA,DF,Sampdoria,it Serie A,24,1994,25.1,0,0.36,0.04,11.1,0.36,0.04,0,0,0,0,0,0.02,0.02,0.04,-0.02,-0.02,0.05,0.07,0.07
1741,Mateo Musacchio,ar ARG,DF,Milan,it Serie A,28,1990,16.3,0,0.31,0,0,0.31,0,0,,0,0,0,0.02,0.02,0.06,-0.02,-0.02,0.03,0.05,0.05
1742,Torben Müsel,de GER,FW,M'gladbach,de Bundesliga,20,1999,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1743,Jamal Musiala,eng ENG,MF,Bayern Munich,de Bundesliga,16,2003,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1744,Juan Musso,ar ARG,GK,Udinese,it Serie A,25,1994,38,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1745,Shkodran Mustafi,de GER,DF,Arsenal,eng Premier League,27,1992,13.4,0,0.82,0.22,27.3,0.82,0.22,0,0,0,0,0,0.06,0.06,0.07,-0.06,-0.06,0,0.06,0.06
1746,Yoshinori Mut?,jp JPN,"FW,MF",Newcastle Utd,eng Premier League,27,1992,2.4,0,0.42,0,0,0.42,0,0,,0,0,0,0.04,0.04,0.06,-0.04,-0.04,0.03,0.05,0.05
1747,Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,25,1994,2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1748,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,25,1994,3.5,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.03,0.03,0.03
1749,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,19,1999,19.1,0.05,0.47,0.1,22.2,0.47,0.1,0.11,0.5,0,0,0,0.03,0.03,0.07,0.02,0.02,0.05,0.09,0.09
1750,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,23,1996,18.3,0,0.49,0.11,22.2,0.49,0.11,0,0,0,0,0,0.02,0.02,0.03,-0.02,-0.02,0.03,0.04,0.04
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
1751,Abdallah N'dour,sn SEN,DF,Strasbourg,fr Ligue 1,25,1993,4.1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.06,0.06,0.06
1752,Ferris N'Goma,fr FRA,"FW,MF",Brest,fr Ligue 1,26,1993,0.3,3.33,3.33,0,0,3.6,0,0,,0,3.33,3.33,2.67,0,0.02,0.67,0,0,2.82,0.08
1753,Nathan N'Goumou,fr FRA,"FW,MF",Toulouse,fr Ligue 1,19,2000,0.1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1754,Georges-Kévin N'Koudou,fr FRA,FW,Tottenham,eng Premier League,24,1995,0,0,1,0,0,30,0,0,,0,0,0,0,0,0.02,0,0,0,0.71,0.71
1755,Stanley N'Soki,fr FRA,DF,Nice,fr Ligue 1,20,1999,14.1,0,0.21,0.07,33.3,0.21,0.07,0,0,0,0,0,0.02,0.02,0.1,-0.02,-0.02,0.06,0.08,0.08
1756,Nacho,es ESP,DF,Real Madrid,es La Liga,29,1990,4.9,0.2,1.22,0.2,16.7,1.23,0.21,0.17,1,0,0,0,0.06,0.06,0.04,0.14,0.14,0.12,0.14,0.14
1757,Nacho,es ESP,DF,Valladolid,es La Liga,30,1989,21,0,0.48,0.1,20,0.48,0.1,0,0,0.05,0,0,0.02,0.02,0.04,-0.02,-0.02,0.05,0.11,0.11
1758,Radja Nainggolan,be BEL,"MF,FW",Cagliari,it Serie A,31,1988,23,0.26,2.83,0.83,29.2,2.82,0.83,0.09,0.32,0.17,0,0,0.11,0.11,0.04,0.15,0.15,0.21,0.32,0.32
1759,Marvelous Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,25,1994,20.4,0,0.34,0.05,14.3,0.34,0.05,0,0,0,0,0,0.01,0.01,0.03,-0.01,-0.01,0.02,0.03,0.03
1760,Naldo,br BRA,DF,Espanyol,es La Liga,30,1988,14.8,0,0.47,0,0,0.47,0,0,,0,0,0,0.01,0.01,0.03,-0.01,-0.01,0,0.02,0.02
1761,Nahitan Nández,uy URU,"MF,DF",Cagliari,it Serie A,23,1995,32.2,0.06,0.78,0.28,36,0.78,0.28,0.08,0.22,0,0,0,0.05,0.05,0.07,0.01,0.01,0.12,0.17,0.17
1762,Matija Nastasi?,rs SRB,DF,Schalke 04,de Bundesliga,26,1993,15.2,0,0.79,0.2,25,0.79,0.2,0,0,0,0,0,0.07,0.07,0.08,-0.07,-0.07,0.02,0.08,0.08
1763,Marc Navarro,es ESP,DF,Leganés,es La Liga,24,1995,2.4,0,2.08,0,0,2.05,0,0,,0,0,0,0.08,0.08,0.04,-0.08,-0.08,0,0.08,0.08
1764,Ximo Navarro,es ESP,DF,Alavés,es La Liga,29,1990,21.1,0,0.33,0.05,14.3,0.33,0.05,0,0,0,0,0,0.02,0.02,0.06,-0.02,-0.02,0.01,0.02,0.02
1765,Jesús Navas,es ESP,DF,Sevilla,es La Liga,33,1985,37.4,0,0.27,0.05,20,0.27,0.05,0,0,0,0,0,0.01,0.01,0.02,-0.01,-0.01,0.17,0.18,0.18
1766,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,32,1986,21,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1767,Raúl Navas,es ESP,DF,Osasuna,es La Liga,31,1988,7.9,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.02,0.02,0.02
1768,Michel Ndary Adopo,fr FRA,DF,Torino,it Serie A,19,2000,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1769,Papa Ndiaga Yade,sn SEN,FW,Metz,fr Ligue 1,19,2000,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1770,Wilfred Ndidi,ng NGA,MF,Leicester City,eng Premier League,22,1996,29.7,0.07,0.91,0.07,7.4,0.91,0.07,0.07,1,0,0,0,0.06,0.06,0.07,0.01,0.01,0.01,0.07,0.07
1771,Emanuele Ndoj,al ALB,MF,Brescia,it Serie A,22,1996,6.2,0,1.45,0.65,44.4,1.46,0.65,0,0,0,0,0,0.21,0.21,0.15,-0.21,-0.21,0.06,0.27,0.27
1772,Tanguy Ndombele,fr FRA,MF,Tottenham,eng Premier League,22,1996,11.2,0.18,0.8,0.36,44.4,0.8,0.36,0.22,0.5,0,0,0,0.04,0.04,0.04,0.14,0.14,0.11,0.14,0.14
1773,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,19,1999,7,0.14,1.57,0.57,36.4,1.57,0.57,0.09,0.25,0,0,0,0.13,0.13,0.08,0.01,0.01,0.1,0.22,0.22
1774,Ilija Nestorovski,mk MKD,FW,Udinese,it Serie A,29,1990,13.9,0.22,2.52,0.72,28.6,2.52,0.72,0.09,0.3,0,0,0,0.27,0.27,0.11,-0.05,-0.05,0.06,0.33,0.33
1775,Neto,br BRA,GK,Barcelona,es La Liga,30,1989,2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
1776,Pedro Neto,pt POR,"FW,MF",Wolves,eng Premier League,19,2000,10.4,0.29,1.63,0.58,35.3,1.63,0.58,0.18,0.5,0,0,0,0.19,0.19,0.12,0.1,0.1,0.22,0.41,0.41
1777,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,33,1986,33,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1778,Florian Neuhaus,de GER,MF,M'gladbach,de Bundesliga,22,1997,26.2,0.15,2.21,0.84,37.9,2.22,0.84,0.07,0.18,0.11,0,0,0.23,0.22,0.1,-0.08,-0.06,0.12,0.35,0.33
1779,Carlos Neva,es ESP,DF,Granada,es La Liga,23,1996,24.5,0,0.29,0.16,57.1,0.29,0.16,0,0,0,0,0,0.02,0.02,0.09,-0.02,-0.02,0.05,0.07,0.07
1780,Rúben Neves,pt POR,MF,Wolves,eng Premier League,22,1997,34,0.06,1.82,0.29,16.1,1.83,0.29,0.03,0.2,0.21,0,0,0.05,0.05,0.03,0.01,0.01,0.06,0.11,0.11
1781,Neymar,br BRA,"MF,FW",Paris S-G,fr Ligue 1,27,1992,14.6,0.89,4.38,2.12,48.4,4.37,2.12,0.14,0.29,0.68,0.27,0.34,0.87,0.61,0.14,0.02,0.01,0.4,1.27,1.01
1782,Jeremy Ngakia,eng ENG,DF,West Ham,eng Premier League,18,2000,4.9,0,0.2,0.2,100,0.2,0.2,0,0,0,0,0,0,0,0.03,0,0,0,0.01,0.01
1783,Jessic Ngankam,de GER,"FW,MF",Hertha BSC,de Bundesliga,19,2000,0.9,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.93,0.93,0.93
1784,Muzinga Ngonda,cd COD,DF,Dijon,fr Ligue 1,25,1993,6,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.01,0.01,0.01
1785,Ahmad Ngouyamsa,cm CMR,DF,Dijon,fr Ligue 1,18,2000,0.6,0,0,0,,0,0,,,,0,0,,,,,,,,
1786,Opa Nguette,sn SEN,FW,Metz,fr Ligue 1,25,1994,20.3,0.25,1.38,0.49,35.7,1.38,0.49,0.18,0.5,0,0,0,0.18,0.18,0.13,0.06,0.06,0.07,0.26,0.26
1787,Moussa Niakhate,fr FRA,DF,Mainz 05,de Bundesliga,23,1996,33,0.03,0.36,0.15,41.7,0.36,0.15,0.08,0.2,0,0,0,0.03,0.03,0.08,0,0,0.03,0.06,0.06
1788,Ibrahima Niane,sn SEN,FW,Metz,fr Ligue 1,20,1999,10.6,0.28,2.74,0.94,34.5,2.74,0.95,0.07,0.2,0.09,0.09,0.09,0.22,0.15,0.05,0.07,0.04,0.03,0.24,0.17
1789,M'Baye Niang,sn SEN,FW,Rennes,fr Ligue 1,24,1994,23.6,0.42,2.75,1.14,41.5,2.75,1.14,0.15,0.37,0,0,0.08,0.39,0.33,0.12,0.03,0.09,0.03,0.42,0.36
1790,Cheikh Niasse,sn SEN,MF,Lille,fr Ligue 1,19,2000,0.2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1791,Oumar Niasse,sn SEN,FW,Everton,eng Premier League,29,1990,0.2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1792,Moritz Nicolas,de GER,GK,Union Berlin,de Bundesliga,21,1997,1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1793,Florian Niederlechner,de GER,"FW,MF",Augsburg,de Bundesliga,28,1990,30.2,0.43,2.48,1.26,50.7,2.48,1.26,0.16,0.32,0.03,0.03,0.07,0.42,0.37,0.15,0.01,0.03,0.18,0.6,0.55
1794,Saúl Ñíguez,es ESP,"MF,DF",Atlético Madrid,es La Liga,24,1994,34.1,0.18,1.2,0.23,19.5,1.2,0.23,0.1,0.5,0.06,0.06,0.06,0.13,0.08,0.07,0.05,0.04,0.04,0.17,0.12
1795,Casimir Ninga,td CHA,"MF,FW",Angers,fr Ligue 1,26,1993,7.6,0.39,4.21,0.79,18.8,4.22,0.79,0.09,0.5,0,0,0,0.38,0.38,0.09,0.01,0.01,0.16,0.54,0.54
1796,Fernando Niño,es ESP,FW,Villarreal,es La Liga,18,2000,0.9,1.11,1.11,1.11,100,1.08,1.08,1,1,0,0,0,0.33,0.33,0.27,0.78,0.78,0,0.29,0.29
1797,Timothée Nkada,fr FRA,"FW,MF",Reims,fr Ligue 1,20,1999,1.6,0,1.25,0,0,1.22,0,0,,0,0,0,0.06,0.06,0.04,-0.06,-0.06,0.18,0.23,0.23
1798,Eddie Nketiah,eng ENG,FW,Arsenal,eng Premier League,20,1999,7,0.29,2.14,0.71,33.3,2.13,0.71,0.13,0.4,0,0,0,0.46,0.46,0.22,-0.17,-0.17,0.09,0.56,0.56
1799,Nicolas Nkoulou,cm CMR,DF,Torino,it Serie A,29,1990,29.9,0.03,0.33,0.1,30,0.33,0.1,0.1,0.33,0,0,0,0.03,0.03,0.1,0,0,0,0.04,0.04
1800,Christopher Nkunku,fr FRA,"MF,FW",RB Leipzig,de Bundesliga,21,1997,21.4,0.23,2.43,1.07,44.2,2.43,1.08,0.1,0.22,0.14,0,0,0.35,0.35,0.14,-0.11,-0.11,0.41,0.76,0.76
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
1801,Lukas Nmecha,de GER,"MF,FW",Wolfsburg,de Bundesliga,20,1998,1.5,0,2,0,0,2.06,0,0,,0,0,0,0.33,0.33,0.15,-0.33,-0.33,0.04,0.35,0.35
1802,Mark Noble,eng ENG,MF,West Ham,eng Premier League,32,1987,29.7,0.13,0.47,0.1,21.4,0.47,0.1,0.07,0.33,0,0.1,0.1,0.09,0.02,0.04,0.04,0.02,0.1,0.19,0.12
1803,Nolito,es ESP,FW,Sevilla,es La Liga,32,1986,10,0.3,2.8,1.2,42.9,2.81,1.2,0.11,0.25,0,0,0,0.21,0.21,0.08,0.09,0.09,0.07,0.28,0.28
1804,Nolito,es ESP,"FW,MF",Celta Vigo,es La Liga,32,1986,3.6,0.56,1.67,1.11,66.7,1.67,1.11,0.17,0.25,0.56,0.28,0.28,0.58,0.36,0.22,-0.03,-0.08,0.1,0.68,0.47
1805,Arnaud Nordin,fr FRA,FW,Saint-Étienne,fr Ligue 1,21,1998,10.1,0.1,1.29,0.5,38.5,1.29,0.5,0.08,0.2,0,0,0,0.11,0.11,0.08,-0.01,-0.01,0.08,0.18,0.18
1806,Håvard Nordtveit,no NOR,DF,Hoffenheim,de Bundesliga,29,1990,7.8,0,0.26,0,0,0.26,0,0,,0,0,0,0.03,0.03,0.1,-0.03,-0.03,0.04,0.07,0.07
1807,Oliver Norwood,nir NIR,MF,Sheffield Utd,eng Premier League,28,1991,34.3,0.03,0.47,0.15,31.3,0.47,0.15,0,0,0.12,0.03,0.03,0.04,0.02,0.05,-0.01,-0.02,0.12,0.17,0.14
1808,Alexander Nübel,de GER,GK,Schalke 04,de Bundesliga,22,1996,25.7,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1809,Kasim Nuhu,gh GHA,DF,Düsseldorf,de Bundesliga,24,1995,11.1,0.09,0.54,0.27,50,0.54,0.27,0.17,0.33,0,0,0,0.07,0.07,0.13,0.02,0.02,0.01,0.08,0.08
1810,Unai Núñez,es ESP,DF,Athletic Club,es La Liga,22,1997,17.5,0,0.46,0.17,37.5,0.46,0.17,0,0,0,0,0,0.02,0.02,0.05,-0.02,-0.02,0.01,0.03,0.03
1811,Bram Nuytinck,nl NED,DF,Udinese,it Serie A,29,1990,24.7,0,0.24,0,0,0.24,0,0,,0,0,0,0.02,0.02,0.07,-0.02,-0.02,0.03,0.04,0.04
1812,Gerzino Nyamsi,fr FRA,DF,Rennes,fr Ligue 1,22,1997,1.3,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1813,Ørjan Nyland,no NOR,GK,Aston Villa,eng Premier League,28,1990,6,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1814,Allan Nyom,cm CMR,"DF,MF",Getafe,es La Liga,31,1988,26.9,0.07,0.48,0.19,38.5,0.48,0.19,0.15,0.4,0,0,0,0.03,0.03,0.05,0.05,0.05,0.03,0.06,0.06
1815,Steven Nzonzi,fr FRA,MF,Rennes,fr Ligue 1,30,1988,4.3,0,0.47,0.23,50,0.47,0.23,0,0,0,0,0,0.05,0.05,0.08,-0.05,-0.05,0.02,0.06,0.06
1816,Jack O'Connell,eng ENG,DF,Sheffield Utd,eng Premier League,25,1994,32.4,0,0.49,0.06,12.5,0.49,0.06,0,0,0,0,0,0.04,0.04,0.08,-0.04,-0.04,0.06,0.1,0.1
1817,Michael Obafemi,ie IRL,FW,Southampton,eng Premier League,19,2000,7.4,0.41,1.62,0.54,33.3,1.62,0.54,0.25,0.75,0,0,0,0.24,0.24,0.15,0.16,0.16,0.17,0.42,0.42
1818,Pedro Obiang,gq EQG,MF,Sassuolo,it Serie A,27,1992,18.6,0.05,1.18,0.38,31.8,1.18,0.38,0.05,0.14,0,0,0,0.08,0.08,0.06,-0.02,-0.02,0.03,0.1,0.1
1819,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,26,1993,37.7,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1820,Rafael Obrador,es ESP,DF,Mallorca,es La Liga,15,2004,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1821,Lucas Ocampos,ar ARG,FW,Sevilla,es La Liga,25,1994,30.5,0.46,2.66,1.02,38.3,2.66,1.02,0.11,0.29,0,0.16,0.16,0.34,0.22,0.08,0.11,0.08,0.08,0.43,0.3
1822,Bastian Oczipka,de GER,DF,Schalke 04,de Bundesliga,30,1989,33.5,0,0.27,0.09,33.3,0.27,0.09,0,0,0,0,0,0.01,0.01,0.02,-0.01,-0.01,0.09,0.09,0.09
1823,Álvaro Odriozola,es ESP,DF,Bayern Munich,de Bundesliga,23,1995,1.7,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.2,0.25,0.25
1824,Álvaro Odriozola,es ESP,DF,Real Madrid,es La Liga,23,1995,3.8,0,0.53,0,0,0.52,0,0,,0,0,0,0.05,0.05,0.1,-0.05,-0.05,0.25,0.25,0.25
1825,Kelvin Ofori,gh GHA,"MF,FW",Düsseldorf,de Bundesliga,18,2001,0.4,0,2.5,0,0,2.43,0,0,,0,0,0,0,0,0.02,0,0,0,0.05,0.05
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
1826,Angelo Ogbonna,it ITA,DF,West Ham,eng Premier League,31,1988,31,0.06,0.45,0.13,28.6,0.45,0.13,0.14,0.5,0,0,0,0.05,0.05,0.11,0.01,0.01,0,0.05,0.05
1827,Stefano Okaka,it ITA,FW,Udinese,it Serie A,29,1989,26.8,0.3,2.2,0.52,23.7,2.2,0.52,0.14,0.57,0,0,0,0.28,0.28,0.13,0.02,0.02,0.06,0.34,0.34
1828,Kwasi Okyere Wriedt,gh GHA,FW,Bayern Munich,de Bundesliga,25,1994,0.2,0,5,0,0,6.43,0,0,,0,0,0,0,0,0.01,0,0,0,0.09,0.09
1829,Lucas Olaza,uy URU,DF,Celta Vigo,es La Liga,25,1994,34.9,0.03,0.54,0.14,26.3,0.54,0.14,0.05,0.2,0.2,0,0,0.02,0.02,0.04,0.01,0.01,0.11,0.13,0.13
1830,Oier Olazábal,es ESP,GK,Espanyol,es La Liga,29,1989,2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1831,Christian Oliva,uy URU,MF,Cagliari,it Serie A,23,1996,5.2,0.19,0.58,0.19,33.3,0.58,0.19,0.33,1,0,0,0,0.02,0.02,0.05,0.17,0.17,0.03,0.06,0.06
1832,Kiko Olivas,es ESP,DF,Valladolid,es La Liga,30,1988,32.7,0.06,0.31,0.12,40,0.31,0.12,0.2,0.5,0,0,0,0.05,0.05,0.16,0.01,0.01,0.01,0.05,0.05
1833,Cauly Oliveira Souza,br BRA,"MF,FW",Paderborn 07,de Bundesliga,23,1995,8,0.25,1.75,1,57.1,1.76,1,0.14,0.25,0.13,0,0,0.2,0.2,0.11,0.05,0.05,0.08,0.28,0.28
1834,Paulo Oliveira,pt POR,DF,Eibar,es La Liga,27,1992,23.2,0.04,0.52,0.17,33.3,0.52,0.17,0.08,0.25,0,0,0,0.04,0.04,0.08,0,0,0.01,0.05,0.05
1835,Mathías Olivera,uy URU,DF,Getafe,es La Liga,21,1997,20.8,0,0.29,0.05,16.7,0.29,0.05,0,0,0,0,0,0.03,0.03,0.12,-0.03,-0.03,0.04,0.07,0.07
1836,Maximiliano Olivera,uy URU,DF,Fiorentina,it Serie A,27,1992,0.1,0,10,0,0,10,0,0,,0,0,0,0,0,0.02,0,0,0,0.25,0.25
1837,Marco Olivieri,it ITA,FW,Juventus,it Serie A,20,1999,0.3,0,3.33,3.33,100,3,3,0,0,0,0,0,0.33,0.33,0.06,-0.33,-0.33,0,0.18,0.18
1838,Dani Olmo,es ESP,"MF,FW",RB Leipzig,de Bundesliga,21,1998,8.3,0.36,2.53,0.72,28.6,2.53,0.72,0.14,0.5,0,0,0,0.16,0.16,0.06,0.2,0.2,0.17,0.33,0.33
1839,Robin Olsen,se SWE,GK,Cagliari,it Serie A,29,1990,16.9,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
1840,Kenneth Omeruo,ng NGA,DF,Leganés,es La Liga,25,1993,20.8,0.05,0.19,0.05,25,0.19,0.05,0.25,1,0,0,0,0.02,0.02,0.12,0.02,0.02,0.02,0.04,0.04
1841,Jean Onana,cm CMR,MF,Lille,fr Ligue 1,19,2000,0.9,0,1.11,0,0,1.14,0,0,,0,0,0,0,0,0.02,0,0,0.11,0.14,0.14
1842,Karim Onisiwo,at AUT,FW,Mainz 05,de Bundesliga,27,1992,19.2,0.21,1.98,1.09,55.3,1.98,1.09,0.11,0.19,0,0,0,0.22,0.22,0.11,-0.01,-0.01,0.21,0.43,0.43
1843,Javier Ontiveros,es ESP,"FW,MF",Villarreal,es La Liga,21,1997,9.9,0.2,4.95,1.82,36.7,4.96,1.82,0.04,0.11,0.91,0,0,0.21,0.21,0.04,-0.01,-0.01,0.14,0.35,0.35
1844,Henry Onyekuru,ng NGA,"FW,MF",Monaco,fr Ligue 1,22,1997,1.8,0,0.56,0,0,0.56,0,0,,0,0,0,0.11,0.11,0.22,-0.11,-0.11,0.13,0.26,0.26
1845,Nicholas Opoku,gh GHA,DF,Udinese,it Serie A,21,1997,5.3,0,0.57,0.19,33.3,0.56,0.19,0,0,,0,0,,,,,,,,
1846,Nicholas Opoku,gh GHA,DF,Amiens,fr Ligue 1,21,1997,7,0,0.14,0,0,0.14,0,0,,,0,0,,,,,,,,
1847,Willi Orban,hu HUN,DF,RB Leipzig,de Bundesliga,26,1992,9.5,0.11,0.74,0.32,42.9,0.74,0.32,0.14,0.33,0.11,0,0,0.06,0.06,0.09,0.04,0.04,0.01,0.07,0.07
1848,Fabián Orellana,cl CHI,"MF,FW",Eibar,es La Liga,33,1986,26.6,0.3,1.43,0.6,42.1,1.43,0.6,0.11,0.25,0.04,0.15,0.19,0.28,0.14,0.09,0.02,0.02,0.18,0.46,0.31
1849,Divock Origi,be BEL,FW,Liverpool,eng Premier League,24,1995,8,0.5,1.75,0.75,42.9,1.76,0.75,0.29,0.67,0,0,0,0.25,0.25,0.14,0.25,0.25,0.03,0.28,0.28
1850,Aimar Oroz,es ESP,FW,Osasuna,es La Liga,17,2001,0.1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
