Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Targ,Rec,Rec%,Miscon,Dispos,Matches
683,Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,3.5,33.1,31.1,33.1,0,0,0,18.9,0,0,,0,0,10.6,40,28,7.71,27,100,0,0,Matches
684,Amadou Diawara,gn GUI,MF,Roma,it Serie A,22,1997,16.9,65.7,2.07,16.3,45,9.53,0.36,64.1,0.59,0.59,100,0.59,0,48.1,283.4,150.7,49.3,813,97.5,0.18,0.24,Matches
685,Brahim Díaz,es ESP,"FW,MF",Real Madrid,es La Liga,19,1999,0.7,90,0,7.14,55.7,37.1,10,90,2.86,10,28.6,4.29,0,78.6,532.9,392.9,92.9,53,81.5,5.71,4.29,Matches
686,Víctor Díaz,es ESP,DF,Granada,es La Liga,31,1988,32,58.7,4,18.6,28.5,13.7,0.44,47.3,0.47,0.81,57.7,0.47,1,26.1,112.2,57.9,29.5,861,91.3,0.47,0.28,Matches
687,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,54.8,6.06,25.8,27.5,4.57,0.67,52.1,0.48,0.58,83.3,0.53,1,32.3,171.9,90.4,33.5,667,95.7,0.43,0.14,Matches
688,Eric Dier,eng ENG,"DF,MF",Tottenham,eng Premier League,25,1994,14.9,69.5,7.92,31.9,36.7,4.09,0.74,68.1,0.2,0.34,60,0.27,0,41,195.4,98.4,48.5,698,96.5,0.4,0.27,Matches
689,Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,70.2,3.26,18.6,28.6,26.1,1.87,54.2,0.74,1.28,58.1,0.8,2,31.6,170.4,98,38.2,1111,86.3,0.53,0.95,Matches
690,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,28,1991,38,91.2,8.95,37.6,54.9,2.84,1.29,89,0.08,0.13,60,0.11,0,61.1,245.4,128.5,67.6,2514,97.9,0.05,0.05,Matches
691,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,58,3.57,18,27.3,17.2,0.54,48.8,0.8,2.32,34.6,0.89,5,35.7,216.2,134.2,37.4,371,88.5,0.71,0.98,Matches
692,Javairô Dilrosun,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,1998,14.5,42.1,0.76,9.31,21.5,15.3,2.55,41,3.31,4.55,72.7,3.52,3,31.8,296.7,183.5,36,384,73.6,2.28,1.86,Matches
693,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,5.8,82.1,2.93,19,37.1,34.1,3.1,71.4,0.69,1.03,66.7,0.69,0,51.4,282.6,171.2,58.6,312,91.8,0.52,0.52,Matches
694,Federico Dimarco,it ITA,"DF,MF",Inter,it Serie A,21,1997,0.3,63.3,3.33,13.3,33.3,20,3.33,53.3,0,0,,0,0,30,263.3,186.7,43.3,8,61.5,0,3.33,Matches
695,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,28,1991,9.9,45.4,0.4,5.25,23,18.2,1.82,44.2,0.51,0.91,55.6,0.51,0,31.5,100.1,34.5,42.3,339,80.9,1.82,1.31,Matches
696,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,7.4,25.9,0.14,0.95,11.1,15.4,3.78,24.3,0.54,1.35,40,0.68,1,16.9,111.8,44.2,39.5,145,49.7,3.24,1.89,Matches
697,Issa Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,30.7,41.3,7.75,22.7,19.5,1.11,0.72,39.9,0.13,0.16,80,0.13,0,19.6,129.5,62.8,20.4,603,96.5,0.1,0.16,Matches
698,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,33,1986,25,42,2,6.6,29.1,7.92,0.96,41.4,0.24,0.4,60,0.32,0,20.1,91.2,35.4,24.2,531,87.8,0.64,0.64,Matches
699,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,1.3,50,0.77,17.7,30,3.08,0,49.2,1.54,1.54,100,1.54,0,27.7,179.2,93.8,31.5,35,85.4,0.77,2.31,Matches
700,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27,63.6,8.78,38.2,27.3,2.19,0.74,62.4,0.37,0.52,71.4,0.37,0,42.3,285.6,172.7,43.7,1155,97.9,0.26,0.19,Matches
701,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,69.2,5.21,34,39.2,3.01,0.14,66.6,0.14,0.41,33.3,0.14,0,50.1,306.6,157,47.9,345,98.6,0.27,0.27,Matches
702,Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34,38.1,3.91,17.9,20,1.65,0.41,36.9,0.32,0.41,78.6,0.35,0,16.5,118.7,46.4,13.2,435,96.9,0.18,0.24,Matches
703,Moussa Djenepo,ml MLI,"MF,DF",Southampton,eng Premier League,21,1998,10.3,45.4,1.46,8.25,19,22.1,4.66,44.5,4.66,6.8,68.6,4.76,1,34.9,294.2,198.5,42.7,318,72.3,3.3,2.33,Matches
704,Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,9.5,55.9,11.4,34.4,22.8,1.47,0,54.4,0.74,0.84,87.5,0.74,0,32.3,142.2,62.4,30.8,284,96.9,0.32,0.53,Matches
705,Alexander Djiku,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,24,1994,22.9,65.6,5.85,32.6,34.2,3.1,0.83,64.5,0.57,0.74,76.5,0.61,1,40.7,207.7,120.4,42,946,98.4,0.31,0.57,Matches
706,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,30.9,70,4.76,28.3,37.5,8.38,1.36,66.7,0.42,0.55,76.5,0.45,2,43.1,210.6,99.6,46.9,1394,96.3,0.42,0.26,Matches
707,Naïs Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,1999,0.3,83.3,0,3.33,33.3,46.7,6.67,83.3,3.33,6.67,50,6.67,0,76.7,483.3,370,76.7,23,100,0,0,Matches
708,Marko Dmitrovi?,rs SRB,GK,Eibar,es La Liga,27,1992,35,33.1,26.6,32.7,0.37,0.06,0.06,21.2,0.03,0.03,100,0.03,0,14.1,91.6,54.5,10.4,360,98.9,0,0,Matches
709,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,27,1992,31.5,68.5,2.6,16.1,34.9,21,3.02,57.8,0.92,1.65,55.8,0.95,5,37.6,199.2,129,49,1319,85.5,1.46,0.73,Matches
710,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,21,26.3,1.43,2.81,12.8,12.4,3.33,24.1,0.86,1.81,47.4,0.86,2,17.4,106.9,45.4,31.4,386,58.5,2.29,1.67,Matches
711,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,1.6,57.5,1.25,3.75,28.1,31.3,0.63,53.8,1.88,3.13,60,1.88,0,41.9,200,88.8,51.9,60,72.3,0.63,2.5,Matches
712,Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,1990,14.7,34,31.1,34,0,0,0,21.9,0,0,,0,0,14.5,59,34.4,11.5,168,99.4,0,0,Matches
713,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,21,1998,7.8,62.6,2.18,15.4,35.3,14.6,0.9,59.2,0.77,1.15,66.7,0.9,0,36.7,158.7,72.8,42.6,291,87.7,0.26,0.38,Matches
714,Giulio Donati,it ITA,DF,Lecce,it Serie A,29,1990,19.6,58.7,5.15,21,28.6,13.1,0.87,51.2,0.46,1.02,45,0.46,0,35.7,226.5,150.6,39.4,735,95.1,0.2,0.46,Matches
715,Ji Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,28,1991,1.1,32.7,0,1.82,15.5,16.4,4.55,31.8,0,1.82,0,0,0,22.7,69.1,20,30.9,31,91.2,2.73,4.55,Matches
716,Anastasios Donis,gr GRE,"FW,MF",Reims,fr Ligue 1,22,1996,6.8,30.1,0.88,3.53,13.2,17.5,3.53,28.5,3.68,5.15,71.4,3.82,0,24.3,266.3,148.5,43.1,146,49.8,1.91,1.47,Matches
717,Alfredo Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,18.7,32.8,0.16,2.57,15.7,16.6,5.56,30.9,0.75,1.39,53.8,0.86,0,23.1,127.2,65.7,41.7,449,57.6,1.34,1.5,Matches
718,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,35.6,35,31.2,34.9,0.11,0,0,25.2,0,0,,0,0,16.8,76.6,40.1,15.7,555,99.5,0,0,Matches
719,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,23.2,74.4,5.95,32,44.7,2.37,1.12,72.2,0.22,0.3,71.4,0.26,0,47.9,277.4,155.1,51.3,1173,98.7,0.26,0.34,Matches
720,Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,fr Ligue 1,31,1988,19.5,50.1,0.56,6.62,20.3,27.6,3.64,44.9,1.64,2.92,56.1,1.79,0,36.5,283.6,163,45.2,643,73,2.26,2.15,Matches
721,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,16.4,35.6,1.4,2.8,20.2,13.3,4.63,34.8,0.24,0.43,57.1,0.3,1,12.2,34.3,15.9,46.3,447,58.9,1.4,0.43,Matches
722,Abdoulaye Doucouré,fr FRA,MF,Watford,eng Premier League,26,1993,35.1,58.8,2.11,12,31.7,19,2.79,58.5,1.4,2.22,62.8,1.45,2,40.7,207.6,113.1,46.1,1370,84.6,1.25,1.42,Matches
723,Mamadou Doucouré,fr FRA,MF,M'gladbach,de Bundesliga,21,1998,0,9,0,6,5,0,0,9,0,0,,0,0,7,36,4,8,8,100,0,0,Matches
724,Moussa Doumbia,ml MLI,"FW,MF",Reims,fr Ligue 1,24,1994,19.1,51.4,0.52,6.81,26,25,3.98,49.5,3.19,5.39,59.2,3.35,1,42.7,348.6,215.8,46.6,693,77.9,2.67,2.46,Matches
725,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5,72.4,4.4,26.8,36.4,16.6,0.2,59.8,0.8,1.4,57.1,1,3,44.4,307.2,194.2,43.4,208,95.9,1.2,1,Matches
726,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1,59,3,14,32,15,1,49,4,5,80,4,0,38,184,141,34,32,94.1,0,1,Matches
727,Thomas Doyle,eng ENG,"MF,FW",Manchester City,eng Premier League,17,2001,0.2,100,0,10,80,35,0,100,0,0,,0,0,95,500,100,95,19,100,0,0,Matches
728,Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,16.2,64.2,3.27,23.5,31.4,16.5,1.36,53.8,1.3,3.21,40.4,1.42,3,39.8,308.6,183.8,39.4,583,91.2,1.17,1.79,Matches
729,Aleksandar Dragovi?,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,92.2,5.35,38.2,54.4,5.09,0.26,88.1,0.09,0.09,100,0.09,0,64.6,292.8,163.1,68.3,769,98.7,0.26,0.26,Matches
730,Bart?omiej Dr?gowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,31.7,29.1,31.7,0.06,0,0,22.1,0,0,,0,0,13.1,73.6,41.5,11.5,352,99.2,0.03,0,Matches
731,Julian Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,7.6,73.7,0.53,10,47.4,23.8,2.89,71.7,1.71,2.76,61.9,1.71,0,61.4,376.6,209.3,64.6,444,90.4,0.92,1.45,Matches
732,Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,29,1990,17.6,49.5,1.65,9.89,22.7,20.6,3.18,47.2,1.31,2.27,57.5,1.31,0,34.5,230.9,113.7,40.7,556,77.7,1.76,1.53,Matches
733,Danny Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,2.9,68.6,2.07,21.4,37.9,11.4,0.69,67.2,0.69,1.03,66.7,0.69,0,40.3,168.6,59.7,46.9,126,92.6,0.69,2.07,Matches
734,Danny Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,0.6,43.3,3.33,10,31.7,1.67,0,41.7,0,1.67,0,0,0,18.3,71.7,8.33,26.7,11,68.8,0,1.67,Matches
735,Josip Drmi?,ch SUI,"FW,MF",Norwich City,eng Premier League,26,1992,7.2,33.3,0.83,2.78,18.6,13.3,3.33,31.7,0.83,1.94,42.9,0.83,1,21.5,94.7,36.1,41.7,159,53,3.33,1.81,Matches
736,Domingos Duarte,pt POR,DF,Granada,es La Liga,24,1995,34.3,45.7,7.32,26.2,20.7,1.31,0.61,42.9,0.17,0.26,66.7,0.23,2,22.8,142.4,77.3,24.9,829,97.1,0.23,0,Matches
737,Léo Duarte,br BRA,DF,Milan,it Serie A,23,1996,4.5,51.8,7.33,29.1,23.1,2,1.33,48.2,0,0,,0,0,30.7,146.2,60,33.6,151,100,0.22,0.22,Matches
738,Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,55.4,14.6,38.3,18.1,1.48,1.11,53.5,0.19,0.19,100,0.19,0,29.8,168.1,84.6,33.5,179,98.9,0,0.19,Matches
739,Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,55.8,3.28,18.2,28,11.7,1.11,44.7,0.14,0.34,40,0.17,0,25.2,124.6,62.9,26.7,730,92.3,0.47,0.54,Matches
740,Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,0,2,0,0,2,0,0,2,0,0,,0,0,2,8,3,3,2,66.7,0,0,Matches
741,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,15,73.7,3.13,20.7,38.5,19.1,0.67,62.9,0.8,1.47,54.5,0.8,0,47.5,267.5,150.7,50.1,701,93.2,0.93,0.6,Matches
742,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38,31.6,27.1,31.4,0.18,0,0,18.9,0,0,,0,0,11.4,68.8,37.5,8.89,338,100,0.08,0,Matches
743,Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,8,58.4,2,9.88,31.3,19.5,1.13,53.6,0.63,1.5,41.7,0.63,3,34.8,153.8,65.8,50.1,307,76.6,1.75,0.38,Matches
744,Ondrej Duda,sk SVK,"MF,FW",Hertha BSC,de Bundesliga,24,1994,5,51.4,1.2,7.4,29.6,17.6,1.8,48,2.6,4.4,59.1,2.8,0,41.6,211.6,102.4,41.8,171,81.8,2.2,2,Matches
745,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,58,8.99,36.4,22,2.54,1.16,55.5,0.14,0.36,40,0.22,0,30.4,146.5,75.9,33.7,455,97.8,0.43,0.14,Matches
746,Haris Duljevi?,ba BIH,"FW,MF",Nîmes,fr Ligue 1,25,1993,5.8,40.5,0.17,3.97,18.6,22.4,2.24,38.6,2.07,3.45,60,2.24,0,32.6,272.2,163.8,41.4,159,66.3,1.38,2.59,Matches
747,Paul Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,27,1991,13.6,48.8,6.76,24.8,19.4,6.32,0.44,45.1,0.07,0.22,33.3,0.07,0,24,94.9,47.6,26.3,335,93.6,0.22,0.07,Matches
748,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,9.9,52,1.41,11.2,30.1,16,1.31,50.9,2.53,3.94,64.1,2.63,4,40.6,241.2,154.5,43.7,391,90.3,1.21,1.92,Matches
749,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,9.4,63.5,2.87,12.7,35.9,19.1,1.91,61.9,1.81,3.4,53.1,2.13,2,46.8,225.5,129.6,54.1,446,87.6,1.28,1.7,Matches
750,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,35.9,70.9,12.1,43.4,28.7,2.98,1.2,68.2,0.08,0.19,42.9,0.08,0,44.5,244.2,131.7,48.4,1712,98.6,0.19,0.28,Matches
751,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,27,1992,5.7,56.5,1.93,14.4,21.8,23.2,2.81,48.4,0.88,1.23,71.4,0.88,0,33,190.2,81.9,37.4,170,79.8,1.4,1.4,Matches
752,Riza Durmisi,dk DEN,DF,Nice,fr Ligue 1,25,1994,1.8,65,2.22,16.1,29.4,21.1,0.56,52.2,0.56,1.67,33.3,1.11,0,40.6,239.4,125,47.8,77,89.5,2.22,0.56,Matches
753,Hugo Duro,es ESP,"FW,MF",Getafe,es La Liga,19,1999,4.2,34.5,0.95,3.57,13.8,19,5.71,33.8,0,0.24,0,0,0,17.4,87.1,42.4,48.1,97,48,4.29,2.62,Matches
754,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,22,1997,13.1,76.3,10.5,44,35.9,2.6,0.38,74.4,0.61,0.99,61.5,0.69,0,49.9,340.9,185.3,52.4,679,99,0.08,0.38,Matches
755,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,25,1993,23.9,78.8,0.13,4.85,36.3,43.9,5.19,72.7,2.72,4.69,58,2.97,6,57.4,335.4,174.2,72.8,1521,87.5,2.09,2.05,Matches
756,Edin Džeko,ba BIH,FW,Roma,it Serie A,33,1986,31.7,38.6,1.17,2.21,18.1,20.6,7.63,37.3,1.26,2.33,54.1,1.42,0,23.4,155.3,73.8,49.1,965,61.9,2.71,1.26,Matches
757,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,1986,7.8,58.5,1.54,9.23,36.7,17.2,1.79,56,0.9,1.67,53.8,1.15,1,39.5,252.8,152.4,46,302,84.1,1.03,2.69,Matches
758,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28,57.8,9.5,37.5,21.9,1.5,0.86,55.9,0.21,0.32,66.7,0.21,0,34.6,172.1,81.4,36.4,1001,98.2,0.29,0.36,Matches
759,Simone Edera,it ITA,"MF,FW",Torino,it Serie A,22,1997,4.4,45.5,0.45,6.14,20.5,23.9,3.86,41.8,0.91,3.18,28.6,1.14,1,32.7,180,115.5,43.9,134,69.4,2.05,2.95,Matches
760,Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,34.1,33.2,27.8,32.9,0.73,0,0,27.9,0,0,,0,0,20.6,94.1,63,19.6,665,99.6,0.06,0,Matches
761,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,35.4,47.2,7.01,25.3,22.4,1.84,1.33,46.3,0.08,0.08,100,0.08,1,22.7,132.8,73,24.3,831,96.5,0.23,0.03,Matches
762,Johannes Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,21,1998,5.7,47.9,1.05,8.77,23.2,19.5,4.39,46.8,0.18,0.88,20,0.35,1,34,211.2,95.1,43.2,180,73.2,2.28,1.75,Matches
763,Maximilian Eggestein,de GER,"MF,DF",Werder Bremen,de Bundesliga,22,1996,31.7,57.8,2.33,12,33.2,16.2,1.42,55.4,0.66,1.39,47.7,0.66,1,38.5,194.5,107.1,44.7,1207,85.1,1.01,1.14,Matches
764,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,25.9,58.8,3.94,21.7,27.2,14.2,0.81,50.1,1.39,2.51,55.4,1.51,3,32.6,205.5,122.3,33.9,800,91.1,1.27,1.04,Matches
765,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,26.5,54.9,3.02,14.9,34.5,9.66,1.02,52.6,0.91,1.25,72.7,0.91,2,34.7,234.2,135.2,35.5,866,91.9,0.45,1.09,Matches
766,Harvey Elliot,eng ENG,DF,Liverpool,eng Premier League,16,2003,0.1,160,0,0,50,110,0,120,10,10,100,10,0,100,440,130,140,11,78.6,0,10,Matches
767,Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,12.6,64.4,0.87,9.44,37.3,22.9,2.22,63.8,2.14,2.62,81.8,2.22,0,54,307.6,163.8,61.6,660,85.1,1.43,1.51,Matches
768,Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,0,5,1,2,1,2,0,5,0,0,,0,0,2,15,8,4,3,75,0,0,Matches
769,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,11.5,62.4,4.17,18.3,28.4,20.9,1.48,54.1,0.52,0.78,66.7,0.61,0,37.3,204.5,122.4,40.2,424,91.8,0.35,0.43,Matches
770,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,16.8,68.2,8.75,33.4,36.5,3.33,0.89,65.1,0.12,0.3,40,0.12,0,41.3,283,145.5,43,709,98.2,0.12,0.36,Matches
771,Nico Elvedi,ch SUI,DF,M'gladbach,de Bundesliga,22,1996,29.1,69.5,8.87,41.2,32.6,1.24,0.45,67.8,0.27,0.31,88.9,0.27,0,45.1,273.2,157.5,46.8,1334,97.9,0.17,0.21,Matches
772,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,23.6,47.1,6.74,26.9,21,0.93,0.64,45.6,0.17,0.17,100,0.17,0,22.4,109.2,41.7,24.1,544,95.6,0.13,0.34,Matches
773,Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,27,1992,15.2,44.9,0.99,7.11,19.3,22.5,2.04,40.2,2.3,4.61,50,2.63,3,30.9,262.8,162.1,40.6,414,67.1,2.5,2.17,Matches
774,Breel Embolo,ch SUI,"FW,MF",M'gladbach,de Bundesliga,22,1997,17.2,40.8,0.35,3.26,21.4,19.2,5.64,39.5,2.09,4.83,43.4,2.38,7,32.3,209.4,114.3,48.1,522,63,3.37,3.84,Matches
775,Emerson,br BRA,DF,Betis,es La Liga,20,1999,31.5,63.7,3.21,18.9,27.7,21.4,3.05,54.6,0.67,1.27,52.5,0.7,2,39.2,230.7,145.7,42.5,1220,91.1,1.4,1.17,Matches
776,Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,27,1991,3.2,35.3,1.88,5.94,19.7,10.6,3.44,34.4,0.63,1.25,50,0.63,0,17.8,95.3,51.6,40.3,77,59.7,2.19,0.63,Matches
777,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,9.5,60.1,8.11,28.6,30.5,3.37,0.32,57.6,0.32,0.32,100,0.32,0,36.4,148.3,72.2,37.2,344,97.5,0.11,0.32,Matches
778,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,15.4,30.5,1.36,2.47,13.7,16.1,4.61,29.7,1.1,2.27,48.6,1.23,3,16.4,109.5,64.8,48.3,335,45,2.73,1.69,Matches
779,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,8.8,29.7,1.02,3.3,16.5,11.7,4.89,28.2,0.68,1.59,42.9,0.68,0,15.5,97.2,56.6,39.2,188,54.5,2.73,2.05,Matches
780,Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,16.1,48.2,9.57,30.4,19.3,2.11,0.81,47,0.12,0.12,100,0.12,0,27,157.8,90,29.1,461,98.3,0,0.12,Matches
781,Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,1990,20.7,36,0.68,2.37,16.5,18.1,4.06,34.6,0.43,0.58,75,0.48,3,17.2,63.2,17,51.3,527,49.6,2.95,1.3,Matches
782,Javier Eraso,es ESP,"MF,FW",Leganés,es La Liga,29,1990,9.1,42.5,0.55,4.07,21.4,18.9,3.19,39.3,0.33,0.55,60,0.33,1,26.3,120,53.6,39,251,70.7,2.2,2.75,Matches
783,Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,27,1992,12.2,71.1,1.39,11.1,35.2,28.7,1.72,63.9,0.25,0.98,25,0.25,0,45.4,219.1,122.5,55.7,573,84.4,1.39,1.15,Matches
784,Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,7.8,68.8,0.13,6.92,35.6,29.2,3.33,60.5,0.77,1.28,60,0.77,0,43.8,205.3,100.9,58.5,383,84,1.41,1.28,Matches
785,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,1993,18.6,45.8,1.72,7.2,28.5,12.2,1.77,44.8,0.97,1.29,75,1.13,0,22.8,116.5,50.2,27.5,431,84.2,0.75,0.7,Matches
786,Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3,44.3,38,44,0.33,0,0,31.7,0,0,,0,0,22.7,141.7,95,15,45,100,0,0,Matches
787,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,82.2,3.37,27.4,40.7,17.4,1.4,70.9,0.81,1.28,63.6,0.93,1,47.2,198,121.3,52.6,418,92.5,0.81,0.93,Matches
788,Espeto,br BRA,"DF,MF",SPAL,it Serie A,22,1997,23.4,52.4,0.94,10.3,22.9,22.9,3.03,49,2.26,3.72,60.9,2.35,2,40,235.8,138.5,41.3,810,83.9,1.45,1.79,Matches
789,Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,25.1,53.2,7.01,31.3,21.4,2.67,1.59,51.8,0.04,0.04,100,0.04,0,24.6,122.5,57.3,29.7,701,94.1,0.48,0.12,Matches
790,Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,2002,2.2,46.8,0,5.91,14.5,29.1,9.55,42.7,0.45,1.82,25,0.91,0,28.6,100,42.3,50.9,65,58,2.73,2.27,Matches
791,Esquerdo,es ESP,MF,Valencia,es La Liga,20,1999,0.2,85,5,25,45,25,0,85,0,5,0,0,0,70,415,50,80,13,81.3,15,10,Matches
792,Alexander Esswein,de GER,"FW,MF",Hertha BSC,de Bundesliga,29,1990,2.4,53.8,3.75,17.1,24.6,16.3,2.5,50.8,0.83,1.25,66.7,0.83,1,28.3,179.2,106.3,39.2,80,85.1,1.25,0,Matches
793,Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,1998,33.1,68.2,3.08,18.5,34.5,20.4,1.39,56.6,1.9,3.26,58.3,2.05,3,41.1,275.4,184,40.7,1193,88.5,1.75,1.57,Matches
794,Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,1995,6.4,45.8,0.94,9.06,25.2,14.8,2.03,45.2,0.94,1.41,66.7,0.94,0,29.2,178.1,94.5,30.3,162,83.5,1.56,1.41,Matches
795,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,1987,4.4,53.4,1.82,7.73,34.8,13,0.91,46.1,0,0.23,0,0.23,0,28.2,103.9,51.6,32,129,91.5,0.45,0.91,Matches
796,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,16.1,36.1,3.98,15.7,19.2,1.86,0.68,35,0,0,,0,0,9.57,49.1,22.7,10.7,168,97.1,0,0.06,Matches
797,Antony Evans,eng ENG,"MF,DF",Paderborn 07,de Bundesliga,20,1998,1.7,55.9,2.94,14.7,19.4,25.3,1.76,47.1,1.18,2.35,50,1.76,0,25.9,168.2,79.4,34.1,48,82.8,0,2.94,Matches
798,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,37.6,74.7,10.6,39.5,36.5,2.77,1.04,72.7,0.24,0.27,90,0.24,0,47.2,252.5,140.9,50.7,1871,98.2,0.16,0.19,Matches
799,Edu Expósito,es ESP,MF,Eibar,es La Liga,22,1996,25.7,45.7,1.28,7.55,28.5,12.5,0.97,44.9,1.01,1.4,72.2,1.01,0,29.3,154.5,70.5,29.5,672,88.7,0.89,0.86,Matches
800,Valentin Eysseric,fr FRA,"MF,FW",Hellas Verona,it Serie A,27,1992,3.9,45.6,0.26,3.59,19,26.2,2.82,40.5,0.51,1.28,40,0.51,0,28.5,168.2,84.9,43.1,127,75.6,1.03,1.79,Matches
801,Valentin Eysseric,fr FRA,MF,Fiorentina,it Serie A,27,1992,0.5,62,0,0,32,36,8,56,2,2,100,2,0,50,346,226,54,22,81.5,4,2,Matches
