Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1371,Toni Lato,es ESP,"DF,MF",Osasuna,es La Liga,21,1997,5.2,3,0,0,13,3,0,14,9,12,0,0,0,61,9,21,30,Matches
1372,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,29,1989,15.3,7,0,0,41,22,0,10,19,22,1,0,0,174,26,28,48.1,Matches
1373,Vincent Laurini,fr FRA,DF,Parma,it Serie A,30,1989,9.8,4,0,0,13,20,0,21,12,23,0,2,0,64,7,13,35,Matches
1374,Wesley Lautoa,nc NCL,"MF,DF",Dijon,fr Ligue 1,31,1987,20.8,3,0,0,25,31,1,2,44,42,0,0,0,222,23,30,43.4,Matches
1375,Diego Laxalt,uy URU,"DF,MF",Torino,it Serie A,26,1993,6.6,3,0,0,12,8,0,17,7,10,0,0,0,58,6,11,35.3,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1376,Diego Laxalt,uy URU,DF,Milan,it Serie A,26,1993,1.9,1,0,0,4,1,0,10,1,2,0,0,0,15,2,5,28.6,Matches
1377,Valentino Lazaro,at AUT,"DF,MF",Newcastle Utd,eng Premier League,23,1996,5.3,0,1,0,3,2,0,13,3,2,0,0,0,39,4,9,30.8,Matches
1378,Valentino Lazaro,at AUT,"DF,MF",Inter,it Serie A,23,1996,3.6,2,0,0,7,1,0,18,1,6,0,0,0,29,2,3,40,Matches
1379,Darko Lazovi?,rs SRB,DF,Hellas Verona,it Serie A,28,1990,36,4,0,0,11,15,20,133,22,14,0,1,0,246,18,28,39.1,Matches
1380,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,25,1993,28.3,6,0,0,21,41,7,135,10,13,0,1,0,146,3,18,14.3,Matches
1381,Mickaël Le Bihan,fr FRA,FW,Nice,fr Ligue 1,29,1990,1.1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,3,25,Matches
1382,Robin Le Normand,fr FRA,DF,Real Sociedad,es La Liga,22,1996,26.6,6,0,0,28,22,0,0,21,27,0,3,0,272,91,50,64.5,Matches
1383,Damien Le Tallec,fr FRA,"MF,DF",Montpellier,fr Ligue 1,29,1990,27.3,3,0,0,38,20,0,7,39,35,0,0,0,256,62,59,51.2,Matches
1384,James Lea Siliki,fr FRA,MF,Rennes,fr Ligue 1,23,1996,12,4,0,0,33,34,0,21,12,19,0,0,0,110,7,4,63.6,Matches
1385,Rafael Leão,pt POR,FW,Milan,it Serie A,20,1999,15.6,0,0,0,16,15,6,37,0,4,1,0,0,70,29,33,46.8,Matches
1386,Adrien Lebeau,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,0.1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,Matches
1387,Mathew Leckie,au AUS,"DF,FW",Hertha BSC,de Bundesliga,28,1991,2.2,0,0,0,4,2,0,3,2,4,0,0,0,24,5,2,71.4,Matches
1388,Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28,1991,28,1,0,0,0,2,0,0,0,0,0,0,0,144,0,0,,Matches
1389,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,26,1993,25,5,0,0,38,33,1,46,32,43,0,0,0,213,14,13,51.9,Matches
1390,Jordan Lefort,fr FRA,DF,Amiens,fr Ligue 1,25,1993,9.4,2,0,0,4,6,0,7,7,4,0,0,0,80,13,9,59.1,Matches
1391,Wu Lei,cn CHN,"FW,MF",Espanyol,es La Liga,27,1991,19.1,3,0,0,17,18,14,27,13,9,0,0,0,91,31,42,42.5,Matches
1392,Toni Leistner,de GER,DF,Köln,de Bundesliga,28,1990,11.2,3,0,0,16,6,0,2,34,14,0,0,0,145,52,14,78.8,Matches
1393,Moritz Leitner,de GER,MF,Norwich City,eng Premier League,26,1992,7.6,1,0,0,9,11,0,5,8,9,0,0,0,77,5,6,45.5,Matches
1394,Lucas Leiva,br BRA,MF,Lazio,it Serie A,32,1987,20.1,10,1,1,47,19,0,6,46,41,0,0,0,268,44,26,62.9,Matches
1395,Florian Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,28,1991,4.9,0,0,0,6,4,0,2,11,6,0,0,0,64,13,4,76.5,Matches
1396,Iñigo Lekue,es ESP,"FW,DF",Athletic Club,es La Liga,26,1993,6.9,0,0,0,13,2,1,38,4,15,0,1,0,48,9,10,47.4,Matches
1397,Nicolas Lemaître,fr FRA,GK,Reims,fr Ligue 1,22,1997,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,,Matches
1398,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,23,1995,10.3,2,0,0,7,11,0,31,6,9,0,0,0,77,9,8,52.9,Matches
1399,Tim Lemperle,de GER,"FW,MF",Köln,de Bundesliga,17,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
1400,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,24,1995,26.9,11,2,2,32,25,2,0,35,37,0,1,0,257,65,32,67,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1401,Aaron Lennon,eng ENG,MF,Burnley,eng Premier League,32,1987,5.5,4,0,0,11,7,0,8,7,9,0,0,0,30,3,8,27.3,Matches
1402,Bernd Leno,de GER,GK,Arsenal,eng Premier League,27,1992,29.4,2,0,0,0,4,0,0,0,0,0,0,0,150,0,0,,Matches
1403,Christopher Lenz,de GER,DF,Union Berlin,de Bundesliga,24,1994,25.2,2,0,0,34,21,1,68,43,35,0,0,0,236,44,38,53.7,Matches
1404,Donovan Léon,gf GUF,GK,Brest,fr Ligue 1,26,1992,1.4,0,0,0,1,2,0,0,0,0,0,1,0,6,0,0,,Matches
1405,Pedro León,es ESP,"MF,FW",Eibar,es La Liga,32,1986,21.1,4,0,0,21,18,10,190,17,15,0,0,0,128,38,46,45.2,Matches
1406,Sergio León,es ESP,FW,Levante,es La Liga,30,1989,7.5,2,0,0,12,10,13,7,1,4,0,0,0,25,11,15,42.3,Matches
1407,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,26,1993,15.4,5,0,0,28,23,2,11,9,19,0,0,0,149,33,26,55.9,Matches
1408,Mehdi Léris,fr FRA,"MF,FW",Sampdoria,it Serie A,21,1998,5.7,0,0,0,7,10,0,29,6,9,0,0,0,43,5,11,31.3,Matches
1409,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,24,1994,30,13,1,1,42,37,1,6,54,49,0,0,0,452,53,36,59.6,Matches
1410,Karlo Letica,hr CRO,GK,SPAL,it Serie A,22,1997,10,1,0,0,0,1,0,0,0,0,0,0,0,39,0,0,,Matches
1411,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,30,1988,30.7,5,0,0,32,43,18,23,6,12,1,0,0,105,62,47,56.9,Matches
1412,Jamal Lewis,nir NIR,DF,Norwich City,eng Premier League,21,1998,25.6,4,0,0,15,23,2,44,28,31,0,0,0,206,12,25,32.4,Matches
1413,Aaron Leya Iseka,be BEL,FW,Toulouse,fr Ligue 1,21,1997,8.6,2,0,0,20,11,6,3,1,5,1,0,0,31,20,38,34.5,Matches
1414,Stephan Lichtsteiner,ch SUI,DF,Augsburg,de Bundesliga,35,1984,14.9,5,1,1,14,23,1,29,18,9,0,0,1,130,18,14,56.3,Matches
1415,Dimitri Liénard,fr FRA,MF,Strasbourg,fr Ligue 1,31,1988,16.5,3,0,0,15,7,2,126,18,28,0,1,0,170,11,15,42.3,Matches
1416,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,23,1996,20.2,3,0,0,8,28,0,5,29,8,0,0,0,147,35,22,61.4,Matches
1417,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,19,1999,27.2,5,0,0,29,18,0,2,29,27,1,3,0,258,69,39,63.9,Matches
1418,Isaac Lihadji,fr FRA,"DF,MF",Marseille,fr Ligue 1,17,2002,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,33.3,Matches
1419,Lillo,es ESP,DF,Osasuna,es La Liga,30,1989,2.2,2,0,0,3,2,1,11,3,2,0,0,0,18,4,1,80,Matches
1420,Anderson Lima,br BRA,MF,Lazio,it Serie A,19,1999,0.7,0,0,0,5,4,0,2,0,4,0,0,0,7,0,0,,Matches
1421,Lucas Lima,br BRA,"FW,DF",Nantes,fr Ligue 1,27,1991,3,0,0,0,6,6,0,32,1,4,0,0,0,30,2,4,33.3,Matches
1422,Anthony Limbombe,be BEL,"FW,MF",Nantes,fr Ligue 1,25,1994,1.7,0,0,0,2,2,1,11,0,0,0,0,0,8,0,3,0,Matches
1423,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,25,1994,34.4,6,0,0,22,6,0,2,26,16,0,0,1,406,95,49,66,Matches
1424,Karol Linetty,pl POL,MF,Sampdoria,it Serie A,24,1995,22.4,4,0,0,43,33,0,32,26,32,0,0,0,216,14,23,37.8,Matches
1425,Jesse Lingard,eng ENG,"MF,FW",Manchester Utd,eng Premier League,26,1992,10.4,3,0,0,28,11,0,7,2,9,0,0,0,52,1,10,9.1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1426,Pol Lirola,es ESP,DF,Fiorentina,it Serie A,21,1997,29.4,4,0,0,16,7,1,82,26,20,0,1,0,228,11,22,33.3,Matches
1427,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,25,1993,25.9,7,1,1,21,17,3,1,28,21,1,2,0,301,61,48,56,Matches
1428,Fernando Llorente,es ESP,FW,Napoli,it Serie A,34,1985,5.6,1,0,0,11,9,3,0,0,1,0,0,0,15,28,23,54.9,Matches
1429,Marcos Llorente,es ESP,"MF,FW",Atlético Madrid,es La Liga,24,1995,15.2,4,0,0,24,13,4,8,14,22,1,0,0,125,15,21,41.7,Matches
1430,Gautier Lloris,fr FRA,DF,Nice,fr Ligue 1,24,1995,3,1,0,0,1,1,0,0,3,4,0,0,1,20,5,4,55.6,Matches
1431,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,32,1986,20.1,0,0,0,0,1,0,0,1,0,0,0,0,93,0,0,,Matches
1432,Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,eng Premier League,23,1996,16.6,6,0,0,28,45,0,56,12,33,0,0,0,167,7,24,22.6,Matches
1433,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,24,1994,8.4,0,0,0,7,15,0,1,9,10,0,0,0,68,2,7,22.2,Matches
1434,Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,24,1994,15.4,1,0,0,11,22,1,4,8,17,0,0,0,147,8,12,40,Matches
1435,Jürgen Locadia,nl NED,FW,Hoffenheim,de Bundesliga,25,1993,5.9,1,0,0,7,8,6,4,0,4,0,0,0,20,9,10,47.4,Matches
1436,Jürgen Locadia,nl NED,"MF,FW",Brighton,eng Premier League,25,1993,1,0,0,0,0,2,0,1,0,1,0,0,0,8,1,2,33.3,Matches
1437,Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,21,1998,28.7,9,0,0,46,58,0,63,34,59,0,0,1,271,28,33,45.9,Matches
1438,Renan Lodi,br BRA,DF,Atlético Madrid,es La Liga,21,1998,26.6,6,1,1,42,44,11,89,45,46,0,0,0,225,27,31,46.6,Matches
1439,Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,eng Premier League,23,1996,2.3,0,0,0,2,3,0,1,1,0,0,0,0,23,1,4,20,Matches
1440,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,18,2000,2.1,0,0,0,7,0,0,5,1,5,0,0,0,15,1,4,20,Matches
1441,Kevin Long,ie IRL,DF,Burnley,eng Premier League,28,1990,6.3,0,0,0,9,6,0,0,4,8,0,0,0,64,22,16,57.9,Matches
1442,Shane Long,ie IRL,FW,Southampton,eng Premier League,32,1987,15.5,0,0,0,32,25,12,20,3,15,0,0,0,81,114,128,47.1,Matches
1443,Matthew Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,19,2000,6.4,1,0,0,6,6,0,2,6,3,0,0,0,57,4,3,57.1,Matches
1444,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,21,1997,15.3,2,1,0,17,26,0,30,21,21,0,0,0,170,12,20,37.5,Matches
1445,Ademola Lookman,eng ENG,"MF,FW",RB Leipzig,de Bundesliga,21,1997,3.4,0,0,0,8,4,0,14,1,5,0,1,0,34,1,3,25,Matches
1446,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,28,1990,26,1,0,0,0,6,0,0,1,0,0,0,1,133,0,0,,Matches
1447,Rony Lopes,pt POR,FW,Sevilla,es La Liga,23,1995,1.5,0,0,0,0,1,0,5,2,1,0,0,0,13,0,3,0,Matches
1448,Rony Lopes,pt POR,FW,Monaco,fr Ligue 1,23,1995,0.9,0,0,0,0,3,1,0,0,1,0,0,0,3,1,4,20,Matches
1449,Adrián López,es ESP,"FW,MF",Osasuna,es La Liga,31,1988,16,0,0,0,9,6,6,14,5,6,0,0,0,65,43,67,39.1,Matches
1450,David López,es ESP,"DF,MF",Espanyol,es La Liga,29,1989,27.3,5,1,1,33,25,1,12,34,30,0,0,0,342,68,53,56.2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1451,Diego López,es ESP,GK,Espanyol,es La Liga,37,1981,35.9,5,1,1,1,5,0,0,2,2,0,0,0,210,0,0,,Matches
1452,Javi López,es ESP,DF,Alavés,es La Liga,17,2002,1,0,0,0,1,0,0,5,1,3,0,1,0,6,1,0,100,Matches
1453,Javi López,es ESP,DF,Espanyol,es La Liga,33,1986,15.4,5,1,1,28,23,0,35,22,26,0,0,0,181,31,17,64.6,Matches
1454,Lluis López,es ESP,DF,Espanyol,es La Liga,22,1997,3.3,1,0,0,2,1,0,2,1,1,0,0,0,25,4,2,66.7,Matches
1455,Maxime Lopez,fr FRA,"MF,FW",Marseille,fr Ligue 1,21,1997,12.3,2,0,0,9,5,1,24,8,10,0,0,0,80,2,13,13.3,Matches
1456,Pau López,es ESP,GK,Roma,it Serie A,24,1994,32,3,0,0,1,2,0,0,1,0,0,0,0,162,0,0,,Matches
1457,Roberto López,es ESP,MF,Real Sociedad,es La Liga,19,2000,0.3,0,0,0,0,0,0,3,0,0,0,0,0,5,3,1,75,Matches
1458,Unai López,es ESP,MF,Athletic Club,es La Liga,23,1995,19.9,6,0,0,37,17,1,101,17,27,0,0,0,212,24,24,50,Matches
1459,Iker Losada,es ESP,"MF,FW",Celta Vigo,es La Liga,17,2001,0.1,0,0,0,0,0,0,3,0,0,0,0,0,4,1,0,100,Matches
1460,Albert Lottin,fr FRA,MF,Bordeaux,fr Ligue 1,17,2001,0.5,0,0,0,0,0,0,0,1,3,0,0,0,3,1,0,100,Matches
1461,Imran Louza,fr FRA,"MF,FW",Nantes,fr Ligue 1,20,1999,22.3,4,0,0,46,33,0,75,19,45,0,1,0,191,22,53,29.3,Matches
1462,Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,Matches
1463,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,30,1989,8.6,1,0,0,4,8,0,1,11,9,0,0,0,107,39,21,65,Matches
1464,Eduard Löwen,de GER,"MF,FW",Augsburg,de Bundesliga,22,1997,7.5,0,0,0,11,13,2,22,3,10,0,0,0,53,14,20,41.2,Matches
1465,Eduard Löwen,de GER,MF,Hertha BSC,de Bundesliga,22,1997,3.5,0,0,0,4,2,0,2,5,6,0,0,0,35,5,2,71.4,Matches
1466,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,30,1989,17,2,0,0,14,11,0,43,26,24,0,1,0,135,24,14,63.2,Matches
1467,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,24,1995,11.4,3,0,0,22,36,6,42,5,7,0,0,0,60,10,16,38.5,Matches
1468,Pol Lozano,es ESP,"MF,FW",Espanyol,es La Liga,19,1999,1.9,0,1,0,7,0,0,1,1,4,0,0,0,25,2,0,100,Matches
1469,Jan Luca Rumpf,de GER,DF,Paderborn 07,de Bundesliga,20,1999,1,0,0,0,1,1,0,0,0,3,0,0,0,10,2,4,33.3,Matches
1470,Lucas,br BRA,MF,Hoffenheim,de Bundesliga,20,1999,0.7,1,0,0,1,2,0,0,1,0,0,0,0,7,0,0,,Matches
1471,Jean Lucas,br BRA,MF,Lyon,fr Ligue 1,21,1998,2.2,3,0,0,7,5,0,4,3,9,0,0,0,25,1,7,12.5,Matches
1472,Fabio Lucioni,it ITA,DF,Lecce,it Serie A,31,1987,34.8,8,1,0,20,15,0,4,35,29,0,2,1,270,63,48,56.8,Matches
1473,José Luis Gayà,es ESP,DF,Valencia,es La Liga,24,1995,22.1,5,0,0,16,29,2,79,17,24,1,0,0,147,19,32,37.3,Matches
1474,José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,32,1987,28,3,0,0,17,15,15,70,8,7,0,0,0,134,16,22,42.1,Matches
1475,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,29,1990,27.6,5,0,0,48,19,1,7,63,51,0,1,0,339,83,39,68,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1476,José Luis Rodríguez,pa PAN,FW,Alavés,es La Liga,21,1998,0.2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,Matches
1477,David Luiz,br BRA,DF,Arsenal,eng Premier League,32,1987,31.2,5,2,0,30,14,1,5,30,20,0,3,0,210,58,34,63,Matches
1478,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,21,1998,29,8,0,0,51,36,0,24,36,33,0,1,0,320,32,33,49.2,Matches
1479,Jordan Lukaku,be BEL,DF,Lazio,it Serie A,25,1994,4.4,2,0,0,6,1,1,19,0,3,0,0,0,28,2,1,66.7,Matches
1480,Romelu Lukaku,be BEL,FW,Inter,it Serie A,26,1993,33.1,2,0,0,47,20,23,24,1,4,0,0,0,106,83,73,53.2,Matches
1481,Dodi Lukebakio,cd COD,"FW,MF",Hertha BSC,de Bundesliga,21,1997,22.6,2,0,0,26,27,10,56,10,22,0,0,0,137,20,36,35.7,Matches
1482,Saša Luki?,rs SRB,MF,Torino,it Serie A,22,1996,20.7,5,1,0,43,21,2,23,28,31,0,1,0,171,19,44,30.2,Matches
1483,Senad Luli?,ba BIH,DF,Lazio,it Serie A,33,1986,17.5,6,0,0,28,11,7,69,22,24,0,0,0,162,16,11,59.3,Matches
1484,John Lundstram,eng ENG,MF,Sheffield Utd,eng Premier League,25,1994,27.3,5,0,0,28,12,7,55,33,33,0,0,0,235,26,35,42.6,Matches
1485,Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,22,1996,5.9,2,0,0,7,1,0,5,7,8,0,0,0,51,6,11,35.3,Matches
1486,Arnaud Lusamba,fr FRA,"MF,FW",Nice,fr Ligue 1,22,1997,10.9,1,0,0,10,22,1,12,5,16,0,0,0,68,5,12,29.4,Matches
1487,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10,0,0,0,0,2,0,0,1,0,0,0,0,74,0,0,,Matches
1488,Lyanco,br BRA,DF,Torino,it Serie A,22,1997,13.1,5,0,0,14,13,1,5,23,15,0,0,1,124,19,16,54.3,Matches
1489,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,25,1993,14.9,4,0,0,21,14,3,63,23,12,0,1,0,100,26,25,51,Matches
1490,Yann M'Vila,fr FRA,"MF,DF",Saint-Étienne,fr Ligue 1,29,1990,21.6,1,0,0,15,16,0,2,45,21,0,1,0,262,33,19,63.5,Matches
1491,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,eng Premier League,20,1998,3.9,0,0,0,4,4,1,23,1,4,0,0,0,31,4,4,50,Matches
1492,Darwin Machís,ve VEN,"FW,MF",Granada,es La Liga,26,1993,23.7,5,0,0,43,43,12,141,26,19,0,0,0,153,19,39,32.8,Matches
1493,Yvann Macon,GPE,DF,Saint-Étienne,fr Ligue 1,20,1998,1.1,1,0,0,1,3,0,3,3,2,0,0,0,12,3,0,100,Matches
1494,James Maddison,eng ENG,MF,Leicester City,eng Premier League,22,1996,29.2,4,0,0,36,88,4,220,10,39,0,0,0,218,6,29,17.1,Matches
1495,Lisandro Magallán,ar ARG,DF,Alavés,es La Liga,25,1993,13.3,4,0,0,19,5,1,0,14,13,0,1,0,126,33,21,61.1,Matches
1496,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,34,1984,15.5,5,0,0,18,35,0,3,21,19,0,0,0,196,15,10,60,Matches
1497,Giangiacomo Magnani,it ITA,"DF,MF",Brescia,it Serie A,23,1995,1.3,2,0,0,2,3,0,0,2,0,0,1,0,9,5,0,100,Matches
1498,Giangiacomo Magnani,it ITA,DF,Sassuolo,it Serie A,23,1995,1.6,1,0,0,4,2,0,0,2,0,0,0,0,16,10,1,90.9,Matches
1499,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,21,1998,2.6,1,0,0,3,6,0,6,7,11,0,0,0,36,3,2,60,Matches
1500,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,26,1993,38,6,0,0,33,22,6,2,75,27,0,0,0,435,193,68,73.9,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1501,Abdallahi Mahmoud,mr MTN,MF,Alavés,es La Liga,19,2000,1.7,1,0,0,3,4,0,0,6,5,0,0,0,9,4,3,57.1,Matches
1502,Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,28,1991,21.6,0,0,0,13,29,13,88,19,21,5,0,0,140,10,23,30.3,Matches
1503,Thiago Maia,br BRA,MF,Lille,fr Ligue 1,22,1997,0.5,0,0,0,1,1,0,0,1,3,0,0,0,7,1,1,50,Matches
1504,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,20,1999,5.9,0,0,0,4,4,0,15,7,3,0,0,0,60,2,7,22.2,Matches
1505,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,23,1996,25.2,7,0,0,47,26,1,52,32,68,0,0,0,280,38,37,50.7,Matches
1506,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,23,1995,28,0,0,0,0,6,0,0,1,0,0,0,0,140,1,0,100,Matches
1507,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,21,1997,15.4,6,1,1,15,13,0,17,29,27,0,0,0,131,14,13,51.9,Matches
1508,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,20,1998,8.2,0,0,0,17,11,4,0,2,5,0,0,0,40,5,23,17.9,Matches
1509,Abdul Majeed Waris,gh GHA,FW,Strasbourg,fr Ligue 1,27,1991,4.1,1,0,0,8,20,1,7,4,6,0,0,0,21,1,5,16.7,Matches
1510,Žan Majer,si SVN,MF,Lecce,it Serie A,27,1992,18.5,7,0,0,28,15,1,25,24,20,1,0,0,173,11,12,47.8,Matches
1511,Jean-Victor Makengo,fr FRA,"MF,FW",Toulouse,fr Ligue 1,21,1998,11,1,0,0,21,14,1,8,3,10,0,0,0,65,2,19,9.5,Matches
1512,Nemanja Maksimovi?,rs SRB,MF,Getafe,es La Liga,24,1995,32.2,5,0,0,22,11,1,9,53,34,0,0,0,312,61,77,44.2,Matches
1513,Nikola Maksimovi?,rs SRB,DF,Napoli,it Serie A,27,1991,20,3,1,0,25,7,0,13,31,21,0,1,0,190,41,21,66.1,Matches
1514,Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,2.8,0,0,0,2,4,0,13,3,5,0,0,0,22,3,2,60,Matches
1515,Daniel Maldini,it ITA,FW,Milan,it Serie A,17,2001,0.3,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,Matches
1516,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,26,1993,17.1,7,1,1,32,55,3,90,4,15,3,0,0,133,13,25,34.2,Matches
1517,Yunus Mall?,tr TUR,"FW,MF",Union Berlin,de Bundesliga,27,1992,7.5,1,0,0,6,17,0,10,7,4,0,0,0,40,3,8,27.3,Matches
1518,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,28,1991,21.8,7,0,0,31,27,3,85,25,28,0,0,0,202,39,26,60,Matches
1519,Streli Mamba,de GER,FW,Paderborn 07,de Bundesliga,25,1994,16.9,5,0,0,36,28,11,6,6,11,1,0,0,70,17,27,38.6,Matches
1520,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,19,1999,1.6,0,0,0,1,3,0,0,3,0,0,0,0,24,9,1,90,Matches
1521,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,30,1989,22,1,0,0,14,11,1,42,21,29,0,0,0,174,17,16,51.5,Matches
1522,Gianluca Mancini,it ITA,"DF,MF",Roma,it Serie A,23,1996,30.4,16,1,1,67,28,4,2,62,35,0,0,0,269,78,25,75.7,Matches
1523,Marco Mancosu,it ITA,"MF,FW",Lecce,it Serie A,30,1988,27.1,3,0,0,22,19,9,45,17,17,2,0,0,170,23,36,39,Matches
1524,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,26.3,1,0,0,0,2,0,0,1,0,0,0,0,144,0,1,0,Matches
1525,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,25,1994,12.3,4,0,0,21,21,1,41,20,32,0,1,1,123,17,16,51.5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1526,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,27,1991,28.6,9,0,0,29,18,5,3,40,16,0,0,0,231,52,41,55.9,Matches
1527,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,22.8,2,0,0,40,22,1,50,24,33,0,0,0,206,22,22,50,Matches
1528,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,27,1992,30.5,3,0,0,46,51,14,49,14,35,2,0,0,169,35,79,30.7,Matches
1529,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,28,1991,7.5,3,1,1,13,1,1,0,8,4,0,1,0,61,16,8,66.7,Matches
1530,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,0,0,0,25,22,1,137,11,23,0,0,0,209,18,27,40,Matches
1531,Massimiliano Mangraviti,it ITA,DF,Brescia,it Serie A,21,1998,10.8,2,0,0,9,5,0,9,7,5,0,1,0,77,20,21,48.8,Matches
1532,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,28,1991,24.2,2,0,0,24,16,0,0,27,17,0,1,0,230,62,33,65.3,Matches
1533,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25,1994,17.8,5,0,0,19,11,1,45,20,32,0,1,0,119,18,22,45,Matches
