Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
658,Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,24,1995,31.1,5,0,0,30,9,0,8,38,40,0,1,1,302,90,70,56.3,Matches
659,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,18,2000,6.7,1,0,0,23,12,2,7,1,9,0,0,0,31,12,35,25.5,Matches
660,Stefano Denswil,nl NED,DF,Bologna,it Serie A,26,1993,24.9,7,1,1,29,29,1,7,32,35,0,1,1,235,53,23,69.7,Matches
661,Fabio Depaoli,it ITA,"MF,DF",Sampdoria,it Serie A,22,1997,20.6,7,0,0,59,30,3,82,15,26,1,1,0,155,25,45,35.7,Matches
662,Memphis Depay,nl NED,"FW,MF",Lyon,fr Ligue 1,25,1994,11.3,0,0,0,8,18,3,36,2,9,1,0,0,53,2,11,15.4,Matches
663,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,27,1992,11.4,2,0,0,18,4,0,1,12,6,0,1,0,77,29,11,72.5,Matches
664,Daniele Dessena,it ITA,MF,Brescia,it Serie A,32,1987,20.8,7,1,1,26,20,0,17,10,15,2,1,0,166,22,28,44,Matches
665,Mattia Destro,it ITA,FW,Bologna,it Serie A,28,1991,2.1,2,0,0,6,2,1,0,0,3,0,0,0,5,2,13,13.3,Matches
666,Mattia Destro,it ITA,"FW,MF",Genoa,it Serie A,28,1991,1.7,0,0,0,3,2,1,1,0,0,0,0,0,5,4,10,28.6,Matches
667,Gerard Deulofeu,es ESP,FW,Watford,eng Premier League,25,1994,23.3,3,0,0,27,22,18,91,24,21,1,0,0,164,3,15,16.7,Matches
668,Deyverson,br BRA,FW,Getafe,es La Liga,28,1991,2.3,2,0,0,7,0,1,3,0,0,0,0,0,14,15,10,60,Matches
669,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,30,1988,14.4,3,0,0,33,26,17,10,0,2,2,0,0,49,29,45,39.2,Matches
670,Federico Di Francesco,it ITA,FW,SPAL,it Serie A,25,1994,12,4,0,0,19,30,4,35,3,6,1,0,0,71,7,16,30.4,Matches
671,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,33,5,0,0,32,52,3,61,31,43,0,0,0,234,65,52,55.6,Matches
672,Ángel Di María,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,31,1988,22.2,2,0,0,12,22,6,162,9,13,0,0,0,142,1,4,20,Matches
673,Boulaye Dia,fr FRA,FW,Reims,fr Ligue 1,22,1996,20.1,0,0,0,24,25,14,4,7,13,1,0,0,84,27,80,25.2,Matches
674,Fousseni Diabaté,ml MLI,"FW,MF",Amiens,fr Ligue 1,23,1995,13.2,3,0,0,12,9,2,29,9,10,0,0,0,115,9,14,39.1,Matches
675,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,20,1999,19.7,3,0,0,13,20,9,90,8,4,0,0,0,118,3,14,17.6,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
676,Mouctar Diakhaby,fr FRA,DF,Valencia,es La Liga,22,1996,16,5,0,0,17,14,2,1,12,10,0,1,0,136,35,20,63.6,Matches
677,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,15.2,1,1,0,5,4,0,7,23,14,0,0,0,131,25,17,59.5,Matches
678,Abdou Diallo,fr FRA,DF,Paris S-G,fr Ligue 1,23,1996,13.3,4,0,0,24,7,0,4,11,10,0,0,0,123,17,11,60.7,Matches
679,Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,24,1995,24.4,2,1,0,36,22,17,4,2,2,0,0,0,102,99,161,38.1,Matches
680,Ibrahima Diallo,fr FRA,MF,Brest,fr Ligue 1,20,1999,17.3,2,0,0,18,22,0,6,23,38,0,0,0,199,17,13,56.7,Matches
681,Moussa Diarra,fr FRA,DF,Toulouse,fr Ligue 1,18,2000,1,0,0,0,0,1,0,0,3,1,0,0,0,10,3,3,50,Matches
682,Raphael Dias Belloli,br BRA,"MF,FW",Rennes,fr Ligue 1,23,1996,18.8,4,0,0,19,32,4,90,22,20,0,0,0,138,15,18,45.5,Matches
683,Lucas Dias,fr FRA,GK,Nîmes,fr Ligue 1,20,1999,3.5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,,Matches
684,Amadou Diawara,gn GUI,MF,Roma,it Serie A,22,1997,16.9,4,0,0,28,18,0,2,36,32,0,0,0,155,9,9,50,Matches
685,Brahim Díaz,es ESP,"FW,MF",Real Madrid,es La Liga,19,1999,0.7,1,0,0,1,6,0,0,0,1,0,0,0,6,0,1,0,Matches
686,Víctor Díaz,es ESP,DF,Granada,es La Liga,31,1988,32,4,0,0,20,12,1,123,49,45,0,0,0,304,54,45,54.5,Matches
687,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,5,1,0,21,12,0,10,35,19,0,0,1,179,24,36,40,Matches
688,Eric Dier,eng ENG,"DF,MF",Tottenham,eng Premier League,25,1994,14.9,5,0,0,19,4,1,3,19,14,0,1,0,170,79,36,68.7,Matches
689,Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,6,0,0,45,28,3,270,46,39,0,1,1,363,112,53,67.9,Matches
690,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,28,1991,38,1,0,0,16,25,1,0,35,20,0,0,0,505,183,43,81,Matches
691,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,4,0,0,21,13,3,28,10,10,0,1,0,101,9,11,45,Matches
692,Javairô Dilrosun,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,1998,14.5,2,0,0,6,19,3,34,18,6,0,0,0,109,4,15,21.1,Matches
693,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,5.8,1,0,0,9,7,2,56,4,6,0,0,1,62,3,4,42.9,Matches
694,Federico Dimarco,it ITA,"DF,MF",Inter,it Serie A,21,1997,0.3,0,0,0,1,0,0,0,1,1,0,0,0,5,0,1,0,Matches
695,Tristan Dingomé,cm CMR,MF,Reims,fr Ligue 1,28,1991,9.9,1,0,0,20,10,0,16,5,7,0,0,0,64,1,9,10,Matches
696,Lois Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1992,7.4,1,0,0,11,8,4,7,1,8,0,0,0,20,8,33,19.5,Matches
697,Issa Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,30.7,8,0,0,31,11,1,1,46,16,0,3,0,306,84,39,68.3,Matches
698,Papakouli Diop,sn SEN,MF,Eibar,es La Liga,33,1986,25,7,0,0,53,34,1,9,36,27,0,0,0,319,61,36,62.9,Matches
699,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,21,1997,1.3,1,0,0,3,0,0,0,0,1,0,0,0,21,1,1,50,Matches
700,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27,3,0,0,37,24,0,4,25,23,0,2,0,268,73,45,61.9,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
701,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,1,0,0,9,5,0,3,10,8,0,1,0,69,10,8,55.6,Matches
702,Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34,5,0,0,42,25,1,11,35,28,0,2,1,458,97,59,62.2,Matches
703,Moussa Djenepo,ml MLI,"MF,DF",Southampton,eng Premier League,21,1998,10.3,4,1,0,23,30,3,23,10,18,0,0,0,55,5,14,26.3,Matches
704,Koffi Djidji,ci CIV,DF,Torino,it Serie A,26,1992,9.5,0,0,0,12,2,0,0,16,13,0,1,1,94,11,12,47.8,Matches
705,Alexander Djiku,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,24,1994,22.9,6,0,0,37,23,0,6,52,40,0,1,0,245,67,18,78.8,Matches
706,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,26,1993,30.9,5,0,0,32,37,0,3,49,25,0,1,0,366,117,42,73.6,Matches
707,Naïs Djouahra,fr FRA,FW,Real Sociedad,es La Liga,19,1999,0.3,0,0,0,1,0,0,5,0,0,0,0,0,2,2,0,100,Matches
708,Marko Dmitrovi?,rs SRB,GK,Eibar,es La Liga,27,1992,35,3,0,0,1,1,0,0,4,0,0,0,0,205,0,0,,Matches
709,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,27,1992,31.5,1,0,0,28,19,3,44,38,33,1,1,0,255,107,92,53.8,Matches
710,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,21,1997,21,2,0,0,26,36,7,3,9,8,0,0,0,38,17,20,45.9,Matches
711,Keagan Dolly,za RSA,MF,Montpellier,fr Ligue 1,26,1993,1.6,1,0,0,6,0,0,4,1,1,0,0,0,18,2,1,66.7,Matches
712,Jaume Doménech,es ESP,GK,Valencia,es La Liga,28,1990,14.7,1,0,0,0,0,0,0,1,0,0,0,0,68,0,0,,Matches
713,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,21,1998,7.8,1,0,0,16,6,0,6,11,16,0,0,0,105,4,7,36.4,Matches
714,Giulio Donati,it ITA,DF,Lecce,it Serie A,29,1990,19.6,4,0,0,17,29,0,57,26,25,0,0,1,137,15,10,60,Matches
715,Ji Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,28,1991,1.1,1,0,0,3,2,1,3,0,0,0,0,0,1,3,4,42.9,Matches
716,Anastasios Donis,gr GRE,"FW,MF",Reims,fr Ligue 1,22,1996,6.8,1,0,0,17,8,5,23,1,3,0,0,0,31,7,21,25,Matches
717,Alfredo Donnarumma,it ITA,FW,Brescia,it Serie A,28,1990,18.7,1,0,0,18,33,11,7,5,7,0,0,0,81,12,40,23.1,Matches
718,Gianluigi Donnarumma,it ITA,GK,Milan,it Serie A,20,1999,35.6,3,0,0,1,4,0,0,3,0,0,0,0,151,0,0,,Matches
719,Gabriel Dos Santos,br BRA,DF,Lille,fr Ligue 1,21,1997,23.2,3,0,0,18,26,0,2,26,31,0,0,1,254,88,36,71,Matches
720,Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,fr Ligue 1,31,1988,19.5,0,0,0,23,22,5,196,13,22,0,0,0,128,7,23,23.3,Matches
721,Bas Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,30,1989,16.4,2,0,0,16,13,9,1,4,4,0,0,0,69,125,52,70.6,Matches
722,Abdoulaye Doucouré,fr FRA,MF,Watford,eng Premier League,26,1993,35.1,9,0,0,51,15,6,26,32,49,0,1,1,441,53,54,49.5,Matches
723,Mamadou Doucouré,fr FRA,MF,M'gladbach,de Bundesliga,21,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
724,Moussa Doumbia,ml MLI,"FW,MF",Reims,fr Ligue 1,24,1994,19.1,8,1,1,22,55,1,45,12,14,1,0,0,158,5,20,20,Matches
725,Souleyman Doumbia,ci CIV,DF,Angers,fr Ligue 1,22,1996,5,1,0,0,5,2,0,16,4,4,0,0,0,43,4,6,40,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
726,Souleyman Doumbia,ci CIV,DF,Rennes,fr Ligue 1,22,1996,1,0,0,0,1,0,0,3,0,0,0,0,0,9,0,1,0,Matches
727,Thomas Doyle,eng ENG,"MF,FW",Manchester City,eng Premier League,17,2001,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
728,Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,16.2,2,0,0,16,23,0,45,19,26,0,0,0,145,8,13,38.1,Matches
729,Aleksandar Dragovi?,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,7,1,1,17,6,0,1,14,15,0,1,0,121,22,13,62.9,Matches
730,Bart?omiej Dr?gowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,1,0,0,1,6,0,0,2,0,0,1,0,175,0,0,,Matches
731,Julian Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,7.6,5,0,0,17,4,0,11,10,8,0,0,0,59,3,1,75,Matches
732,Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,29,1990,17.6,5,0,0,26,39,8,49,23,19,0,1,0,163,18,32,36,Matches
733,Danny Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,2.9,1,0,0,7,1,0,1,5,5,0,0,0,46,2,2,50,Matches
734,Danny Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,0.6,0,0,0,1,0,0,0,1,2,0,0,0,8,0,1,0,Matches
735,Josip Drmi?,ch SUI,"FW,MF",Norwich City,eng Premier League,26,1992,7.2,0,1,0,6,4,7,3,1,3,0,0,0,49,12,40,23.1,Matches
736,Domingos Duarte,pt POR,DF,Granada,es La Liga,24,1995,34.3,7,0,0,39,22,4,1,31,21,0,4,0,297,87,47,64.9,Matches
737,Léo Duarte,br BRA,DF,Milan,it Serie A,23,1996,4.5,2,0,0,3,2,0,0,3,1,0,0,0,32,11,8,57.9,Matches
738,Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,0,0,0,10,3,0,0,7,7,0,1,0,38,13,14,48.1,Matches
739,Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,11,0,0,45,39,0,67,46,38,1,5,0,289,58,49,54.2,Matches
740,Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
741,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,15,3,0,0,17,11,1,60,17,21,0,0,0,124,19,8,70.4,Matches
742,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38,0,0,0,0,4,0,0,1,0,0,0,0,170,0,0,,Matches
743,Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,8,0,0,0,9,13,2,43,6,15,0,0,0,66,8,20,28.6,Matches
744,Ondrej Duda,sk SVK,"MF,FW",Hertha BSC,de Bundesliga,24,1994,5,2,0,0,12,11,0,7,5,3,0,0,0,43,7,11,38.9,Matches
745,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,2,0,0,14,10,0,1,21,9,0,0,0,136,63,17,78.8,Matches
746,Haris Duljevi?,ba BIH,"FW,MF",Nîmes,fr Ligue 1,25,1993,5.8,0,0,0,4,8,1,11,2,9,0,0,0,32,3,9,25,Matches
747,Paul Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,27,1991,13.6,2,0,0,4,6,0,15,19,6,0,0,1,121,35,23,60.3,Matches
748,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,9.9,2,0,0,9,10,0,15,5,7,0,0,0,66,4,6,40,Matches
749,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,9.4,3,0,0,17,13,0,8,10,11,0,2,0,67,5,8,38.5,Matches
750,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,35.9,9,0,0,19,19,1,1,54,28,0,0,0,410,84,44,65.6,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
751,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,27,1992,5.7,0,0,0,4,4,0,19,4,8,0,0,0,59,5,10,33.3,Matches
752,Riza Durmisi,dk DEN,DF,Nice,fr Ligue 1,25,1994,1.8,0,0,0,1,0,0,9,2,1,0,0,0,8,0,3,0,Matches
753,Hugo Duro,es ESP,"FW,MF",Getafe,es La Liga,19,1999,4.2,3,0,0,11,16,1,4,1,2,1,0,0,23,14,38,26.9,Matches
754,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,22,1997,13.1,0,0,0,10,9,0,0,21,11,0,1,0,154,23,26,46.9,Matches
755,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,25,1993,23.9,5,0,0,24,54,6,106,13,18,3,0,0,126,3,9,25,Matches
756,Edin Džeko,ba BIH,FW,Roma,it Serie A,33,1986,31.7,4,0,0,39,48,16,21,6,11,4,0,0,130,135,75,64.3,Matches
757,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,1986,7.8,2,0,0,11,17,0,4,7,16,0,0,0,75,4,3,57.1,Matches
758,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28,2,0,0,10,15,0,2,42,20,0,0,0,272,85,32,72.6,Matches
759,Simone Edera,it ITA,"MF,FW",Torino,it Serie A,22,1997,4.4,4,1,1,13,5,0,13,1,7,1,0,0,25,3,11,21.4,Matches
760,Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,34.1,3,1,0,2,2,0,0,2,1,0,0,0,155,0,0,,Matches
761,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,35.4,5,1,1,33,20,1,2,56,27,0,1,0,370,140,57,71.1,Matches
762,Johannes Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,21,1998,5.7,3,1,1,8,6,1,13,3,5,0,0,0,57,2,12,14.3,Matches
763,Maximilian Eggestein,de GER,"MF,DF",Werder Bremen,de Bundesliga,22,1996,31.7,6,0,0,34,39,0,21,37,32,0,0,0,320,34,43,44.2,Matches
764,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,25.9,6,1,0,54,35,3,71,39,51,0,1,0,202,42,23,64.6,Matches
765,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,26.5,8,0,0,43,56,0,9,31,44,2,0,0,299,30,21,58.8,Matches
766,Harvey Elliot,eng ENG,DF,Liverpool,eng Premier League,16,2003,0.1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,Matches
767,Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,12.6,7,0,0,31,16,0,3,11,10,0,0,0,84,2,14,12.5,Matches
768,Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
769,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,11.5,1,0,0,13,5,2,58,13,17,0,0,0,114,25,20,55.6,Matches
770,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,16.8,4,0,0,12,9,0,6,16,13,0,0,0,185,72,30,70.6,Matches
771,Nico Elvedi,ch SUI,DF,M'gladbach,de Bundesliga,22,1996,29.1,5,0,0,22,19,1,1,65,37,0,1,0,346,93,62,60,Matches
772,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,23.6,9,1,0,34,12,2,2,39,16,0,0,0,268,81,34,70.4,Matches
773,Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,27,1992,15.2,4,0,0,24,27,1,110,16,18,0,0,0,107,12,38,24,Matches
774,Breel Embolo,ch SUI,"FW,MF",M'gladbach,de Bundesliga,22,1997,17.2,4,0,0,42,47,13,5,8,15,2,0,0,95,18,42,30,Matches
775,Emerson,br BRA,DF,Betis,es La Liga,20,1999,31.5,11,0,0,46,94,1,80,33,45,0,0,0,237,65,37,63.7,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
776,Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,27,1991,3.2,1,0,0,4,6,0,0,0,4,0,0,0,14,14,20,41.2,Matches
777,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,9.5,3,0,0,18,9,0,2,25,13,0,1,0,96,27,18,60,Matches
778,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,15.4,2,0,0,21,19,17,10,4,5,1,0,0,61,60,91,39.7,Matches
779,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,8.8,1,0,0,16,11,12,6,5,6,0,0,0,27,37,43,46.3,Matches
780,Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,16.1,1,0,0,5,5,1,2,29,4,0,2,0,128,58,28,67.4,Matches
781,Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,1990,20.7,6,0,0,60,23,17,8,10,17,0,0,0,105,100,170,37,Matches
782,Javier Eraso,es ESP,"MF,FW",Leganés,es La Liga,29,1990,9.1,3,0,0,18,15,3,34,8,8,0,0,0,59,10,25,28.6,Matches
783,Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,27,1992,12.2,5,0,0,9,6,2,72,11,12,0,0,0,138,3,9,25,Matches
784,Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,7.8,0,0,0,6,2,0,59,0,6,0,0,0,71,3,6,33.3,Matches
785,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,1993,18.6,9,1,1,31,30,2,16,31,29,2,1,0,252,49,51,49,Matches
786,Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,,Matches
787,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,2,0,0,11,8,0,19,16,13,0,1,0,99,21,16,56.8,Matches
788,Espeto,br BRA,"DF,MF",SPAL,it Serie A,22,1997,23.4,9,1,1,51,61,2,71,22,39,0,0,0,162,10,36,21.7,Matches
789,Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,25.1,5,1,0,33,18,3,1,24,19,0,1,0,342,100,54,64.9,Matches
790,Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,2002,2.2,2,0,0,7,4,1,7,3,3,0,0,0,13,1,8,11.1,Matches
791,Esquerdo,es ESP,MF,Valencia,es La Liga,20,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100,Matches
792,Alexander Esswein,de GER,"FW,MF",Hertha BSC,de Bundesliga,29,1990,2.4,1,0,0,5,6,0,6,6,3,0,0,0,15,6,1,85.7,Matches
793,Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,1998,33.1,8,0,0,42,39,4,162,63,57,0,0,0,368,45,41,52.3,Matches
794,Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,1995,6.4,4,0,0,8,7,0,14,12,13,0,0,0,72,23,12,65.7,Matches
795,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,1987,4.4,0,0,0,2,2,0,21,2,4,0,0,0,43,5,4,55.6,Matches
796,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,16.1,7,0,0,16,12,0,1,16,11,0,0,0,182,54,35,60.7,Matches
797,Antony Evans,eng ENG,"MF,DF",Paderborn 07,de Bundesliga,20,1998,1.7,0,0,0,5,1,0,16,2,4,0,0,0,18,2,3,40,Matches
798,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,37.6,8,1,0,36,27,2,8,58,31,1,1,1,434,141,59,70.5,Matches
799,Edu Expósito,es ESP,MF,Eibar,es La Liga,22,1996,25.7,3,0,0,29,19,0,19,38,41,0,0,0,309,46,60,43.4,Matches
800,Valentin Eysseric,fr FRA,"MF,FW",Hellas Verona,it Serie A,27,1992,3.9,3,0,0,11,3,1,14,2,1,0,0,0,19,8,10,44.4,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
801,Valentin Eysseric,fr FRA,MF,Fiorentina,it Serie A,27,1992,0.5,0,0,0,3,0,0,4,0,0,0,0,0,4,1,2,33.3,Matches
802,?ukasz Fabia?ski,pl POL,GK,West Ham,eng Premier League,34,1985,23.5,1,0,0,1,2,0,0,1,0,0,1,0,120,0,0,,Matches
803,Fabinho,br BRA,MF,Liverpool,eng Premier League,25,1993,23.1,6,0,0,32,20,0,9,35,53,0,0,0,326,41,30,57.7,Matches
804,Fábio,br BRA,DF,Nantes,fr Ligue 1,29,1990,9.3,4,0,0,12,3,0,20,16,24,0,0,0,66,19,15,55.9,Matches
805,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,32,1987,10.3,1,1,0,11,8,1,30,8,9,0,0,0,70,12,10,54.5,Matches
806,Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,1,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,,Matches
807,Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,30,1988,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
808,Fayçal Fajr,ma MAR,MF,Getafe,es La Liga,30,1988,4.5,2,0,0,3,5,0,32,3,1,0,0,0,55,6,10,37.5,Matches
809,Luca Falbo,it ITA,DF,Lazio,it Serie A,19,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches
810,Filippo Falco,it ITA,"FW,MF",Lecce,it Serie A,27,1992,22.4,0,0,0,13,83,6,127,5,15,0,0,0,122,3,20,13,Matches
811,Eliseo Falcon,es ESP,"DF,MF",Levante,es La Liga,22,1997,0.8,2,1,1,2,0,0,0,0,0,0,0,0,3,1,0,100,Matches
812,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,24,1995,2,1,0,0,1,0,0,0,0,0,0,1,0,12,0,0,,Matches
813,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,27,1992,1,0,0,0,0,1,0,0,5,1,0,0,0,17,2,0,100,Matches
814,Iago Falque,es ESP,"MF,FW",Torino,it Serie A,29,1990,1.1,0,0,0,1,0,0,4,0,0,0,0,0,9,0,2,0,Matches
815,Iago Falque,es ESP,MF,Genoa,it Serie A,29,1990,5.8,0,0,0,3,2,3,30,1,2,0,0,0,46,6,7,46.2,Matches
816,Akin Famewo,eng ENG,MF,Norwich City,eng Premier League,20,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
817,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,17,2002,1.6,0,0,0,4,2,0,2,1,1,0,0,0,16,1,2,33.3,Matches
818,Paolo Faragò,it ITA,DF,Cagliari,it Serie A,26,1993,14.9,3,0,0,21,15,0,44,9,28,0,0,0,133,29,15,65.9,Matches
819,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,27,1991,35.9,6,0,0,31,40,4,131,36,36,0,1,0,333,41,43,48.8,Matches
820,Mohamed Fares,dz ALG,"DF,MF",SPAL,it Serie A,23,1996,4.7,2,0,0,10,8,0,20,6,3,0,0,0,23,4,5,44.4,Matches
821,Diego Farias,br BRA,"FW,MF",Lecce,it Serie A,29,1990,9.2,3,1,0,17,16,1,23,4,5,1,0,0,59,1,5,16.7,Matches
822,Ansu Fati,es ESP,"FW,DF",Barcelona,es La Liga,16,2002,11.4,2,1,0,19,19,4,20,5,10,0,0,0,54,6,10,37.5,Matches
823,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,1987,22,1,0,0,17,16,2,79,32,28,0,0,0,187,15,22,40.5,Matches
824,Andrea Favilli,it ITA,FW,Genoa,it Serie A,22,1997,7.3,4,0,0,28,17,4,1,0,5,1,0,0,23,27,38,41.5,Matches
